brand,model,model_year,list_price,color,configration,condition,body_type,wheel_config,transmission,fuel_type,mileage,carfax_link,dealer_address
Mercedes-Benz,E-Class,2017,"$45,999.00 ",White,E400 AMG SPORTS PKG NAVIGATION,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"10,430",https://www.carproof.com/order?ref=kijiji&vin=WDDKJ6HB9HF362468,"1100 Finch Avenue West, Unit 11D, North York, ON, M3J 2E2"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
Jeep,Cherokee,2019,"$48,952.00 ",White,Trailhawk,Used,"SUV, Crossover",4 x 4,Automatic,na,10,https://www.carproof.com/order?ref=kijiji&vin=1C4PJMBX5KD317734,"321 Front Street East, Toronto, ON, M5A 1G3"
Volkswagen,Passat,2015,"$14,800.00 ",Grey,na,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"81,840",https://www.carproof.com/order?ref=kijiji&vin=null,"2115 Lawrence Ave E, Scarborough, ON, M1R 2Z8"
Land Rover,Range Rover,2011,"$27,000.00 ",White,"Sport HSE GT Edition, Fully Loaded",Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"116,000",https://www.carproof.com/order?ref=kijiji&vin=SALSF2D46BA261736,"7855 Keele Street, Unit 2, Vaughn, ON, L4K 1Y6"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
Hyundai,Santa Fe,2019,"$34,685.00 ",Gold,Preferred,New,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,na,na,"5515 Ambler Drive, Mississauga, ON, L4W 4N3"
Honda,Odyssey,2012,"$16,800.00 ",Silver,"EX, 8 PASSENGER, PWR",Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,na,"113,315",https://www.carproof.com/order?ref=kijiji&vin=5FNRL5H49FB503857,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
BMW,1-Series,2011,"$12,500.00 ",White,na,Used,Coupe (2 door),na,Manual,na,"160,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M2J"
Mazda,Mazda3,2014,"$12,995.00 ",Grey,GT-SKY,Used,Hatchback,Front-wheel drive (FWD),Automatic,Gasoline,"62,302",https://www.carproof.com/order?ref=kijiji&vin=JM1BM1M35E1116058,"4732 Sheppard Avenue East, Scarborough, ON, M1S3V6"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
Volkswagen,Jetta,2015,"$14,250.00 ",Black,2.0L TRENDLINE+ AUT0 A/C SUNROOF BACKUP CAMERA 54K,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"54,278",https://www.carproof.com/order?ref=kijiji&vin=3VW2K7AJ9FM222932,"1235 Finch Ave. W., Toronto, ON, M3J 2G4"
Mercedes-Benz,M-Class,2012,"$45,800.00 ",Black,"ML63 AMG, NAVI, CAM,",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"67,082",https://www.carproof.com/order?ref=kijiji&vin=4JGDA7EB3CA067218,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Mercedes-Benz,B-Class,2008,"$6,797.00 ",White,4dr HB Turbo,Used,Hatchback,Front-wheel drive (FWD),Automatic,na,"122,504",https://www.carproof.com/order?ref=kijiji&vin=WDDFH34X78J268860,"44 Ingram Drive, North York, ON, M6M 2L6"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
Honda,Ridgeline,2019,"$52,900.00 ",Blue,Touring,Used,Pickup Truck,Other,Automatic,Gasoline,"3,658",https://www.carproof.com/order?ref=kijiji&vin=5FPYK3F77KB501045,"300 Thickson Road South, Whitby, ON, L1N 9Z1"
Ford,Other,2012,"$19,995.00 ",Blue,"E 150 Extended Cargo Loaded Certified ONLY 24,000K",Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Other,"24,000",https://www.carproof.com/order?ref=kijiji&vin=null,"1065 Martingrove Road, Etobicoke, ON, M9W 4W6"
Volkswagen,Jetta,2015,"$9,500.00 ",White,2.0L TRENDLINE 5 SPEED A/C H/SEATS REAR CAMERA 67K,Used,Sedan,Front-wheel drive (FWD),Manual,na,"67,069",https://reports.carproof.com/en/main?id=IwjEf/IknJjv3y6vUsaQogmqQHyEVIGQ&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
Mercedes-Benz,Other,2014,"$43,988.00 ",White,BlueTEC DIESEL/SPORT PKG/NAV/360CAM & MORE!,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Diesel,"98,000",https://www.carproof.com/order?ref=kijiji&vin=null,"46 Milvan Drive, Toronto, ON, M9L 1Z3"
Ford,Edge,2014,"$16,980.00 ",Black,SEL Navi Camera Leather  Pano Sunroof,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,na,"132,761",https://www.carproof.com/order?ref=kijiji&vin=2FMDK3JC2EBA63222,"2555 Steeles Avenue West, North York, ON, M3J 2P1"
Acura,ILX,2015,"$16,450.00 ",Grey,PREMIUM PACKAGE LEATHER SUNROOF BACK UP CAMERA,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"88,000",https://reports.carproof.com/en/main?id=FZjFouA51VZsmV QoWT5c VTqb6wK61M&utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Ford,Mustang,2007,"$25,000.00 ",Black,"GT ROUSH STAGE 3, ONLY 12K kms",Used,Sedan,Rear-wheel drive (RWD),Manual,Gasoline,"12,800",https://www.carproof.com/order?ref=kijiji&vin=1ZVFT85H475221559,"7855 Keele Street, Unit 2, Vaughn, ON, L4K 1Y6"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
Chevrolet,Corvette,2004,"$28,377.00 ",Blue,"VERY RARE LE MANS EDITION WITH ONLY 35,000 KM'S !!",Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,na,"35,709",https://www.carproof.com/order?ref=kijiji&vin=1G1YY22G545105796,"2685 Highway 7 West, Concord, ON, L4K 1V8"
Ford,Escape,2017,"$23,908.00 ",Black,"All-Wheel Drive, Leather, Back-Up Camera, Bluetoot",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"63,151",https://www.carproof.com/order?ref=kijiji&vin=1FMCU9J91HUD87757,"2595 Saint Clair Avenue West, Toronto, ON, M6N 4Z5"
GMC,Savana,2017,"$25,988.00 ",Other,Work Van,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Gasoline,"44,960",https://reports.carproof.com/en/main?id=ZeS2Zdsj8br/MKGVftBvoEwIkE fIY8d&utm_ref=kijiji,"1900 Victoria Park Avenue, Toronto, ON, M1R 1T6"
BMW,4-Series,2014,"$22,999.00 ",Red,428i|NAVI|ROOF|XEONLIGHTS|,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Gasoline,"86,758",https://www.carproof.com/order?ref=kijiji&vin=WBA3N3C50EF710878,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2"
MINI,Other,2013,"$11,999.00 ",Red,Cooper,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"61,000",https://www.carproof.com/order?ref=kijiji&vin=WMWSU3C51DT681034,"1100 Finch Avenue West, Unit 11D, North York, ON, M3J 2E2"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
Nissan,Altima,2015,"$14,850.00 ",Grey,3.5 SL NAVIGATION LEATHER SUNROOF BACK UP CAMERA,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"137,000",https://www.carproof.com/order?ref=kijiji&vin=1N4BL3AP2FN356469,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
BMW,3-Series,2013,"$19,285.00 ",Brown,328i xDrive,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"30,623",https://www.carproof.com/order?ref=kijiji&vin=WBA3B3C59DF539815,"55 Benson Court, Port Hope, ON, L1A 2M6"
GMC,Savana,2007,"$11,995.00 ",White,"2500HD Cargo 4.8L V8 Certified ONLY 80,000KMs",Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Gasoline,"80,000",https://www.carproof.com/order?ref=kijiji&vin=1GTGG25V771140626,"1065 Martin Grove Road, Toronto, ON, M9W 4W6"
Mercedes-Benz,Other,2008,"$15,999.00 ",White,WWW.MOLANDSONS.CA,Used,Other,Other,Automatic,Diesel,N/A,https://www.carproof.com/order?ref=kijiji&vin=null,"1897 Wilson Avenue, North York, ON, M9M 1A2"
Volkswagen,Passat,2015,"$16,990.00 ",Beige,1.8 TSI HIGHLINE AUT0 NAVI LEATHER SUNROOF 73K,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"73,938",https://reports.carproof.com/en/main?id=etFQIu7AuOPoYOc5MKlMKczEiX1RrXfR&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
Nissan,Rogue,2017,"$17,950.00 ",Black,AWD,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"131,000",https://reports.carproof.com/en/main?id=833vhnDRm0YBU/LrUJFasVwDqQMhTode&utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Lincoln,MKZ,2014,"$20,490.00 ",Black,Base,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"51,577",https://www.carproof.com/order?ref=kijiji&vin=3LN6L2G95ER823723,"607 Niagara Street, Welland, ON, L3C 1L9"
Mercedes-Benz,Other,2013,"$23,998.00 ",Blue,350 BlueTEC,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Diesel,"149,000",https://www.carproof.com/order?ref=kijiji&vin=4JGDA2EB4DA141111,"7855 Keele Street, Unit 2, Vaughn, ON, L4K 1Y6"
Buick,Enclave,2012,"$11,988.00 ",Silver,| AWD | 7 PASSENGER | DUAL DVDS,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"132,294",https://www.carproof.com/order?ref=kijiji&vin=null,"1882 Lawrence Avenue East, Scarborough, ON, M1R 2Y5"
Ford,Other,2016,"$30,990.00 ",White,"3/4 Ton Mid Roof Cargo Van, Loaded",Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Gasoline,"106,437",https://www.carproof.com/order?ref=kijiji&vin=null,"5298 Highway 7, Woodbridge, ON, L4L 1T3"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
Land Rover,Range Rover Sport,2014,"$45,888.00 ",White,NAV/PANO/V6/COOLED SEATS/BACKUP CAM!,Used,"SUV, Crossover",4 x 4,Automatic,na,"109,000",https://www.carproof.com/order?ref=kijiji&vin=SALWR2WFXEA359001,"46 Milvan Drive, Toronto, ON, M9L 1Z3"
Hyundai,Sonata,2017,"$30,028.00 ",Other,2.4L GLS,New,Sedan,Front-wheel drive (FWD),Automatic,na,na,na,"785 Woodlawn Road West, Guelph, ON, N1K 1E9"
Ford,Escape,2013,"$11,900.00 ",White,S*POWER GROUP*ACCIDENT FREE*A MUST SEE!!*,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"141,000",https://www.carproof.com/order?ref=kijiji&vin=1FMCU0F71DUD20251,"2353 Weston Road, Toronto, ON, M9N 1Z8"
Ford,Other,2015,"$23,990.00 ",White,"T150 MID ROOF, Loaded",Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,na,"158,973",https://www.carproof.com/order?ref=kijiji&vin=null,"5298 Highway 7, Woodbridge, ON, L4L 1T3"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Chevrolet,Suburban,2016,"$59,800.00 ",Other,LTZ,Used,"SUV, Crossover",4 x 4,Other,Gasoline,"34,772",https://www.carproof.com/order?ref=kijiji&vin=1GNSKJKC3GR201940,"3180 Dufferin Street, Toronto, ON, M6A 2T1"
Hyundai,Tucson,2013,"$13,450.00 ",Grey,4WD LEATHER ALLOY WHEELS,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"119,000",https://reports.carproof.com/en/main?id=f42/KHyBjjtuID9i5Xr5n0k/TtXQcz09&utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Mazda,Mazda3,2015,"$10,500.00 ",Grey,"GX MODEL, SKYACTIV",Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"66,785",https://www.carproof.com/order?ref=kijiji&vin=3MZBM1U70FM235379,"3675 Keele Street, Toronto, ON, M3J 1M6"
Nissan,Frontier,2018,"$30,990.00 ",Grey,PRO-4X NAVIGATION/ LEATHER/ROOF,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"22,850",https://www.carproof.com/order?ref=kijiji&vin=1N6AD0EV3JN744187,"4 Harvest Street, Lindsay, ON, K9V 4W9"
Mazda,Mazda3,2015,"$9,999.00 ",Grey,"Special Price Offer For GX MODEL, SKYACTIVE",Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"71,918",https://www.carproof.com/order?ref=kijiji&vin=JM1BM1U79F1275217,"3675 Keele Street, Toronto, ON, M3J 1M6"
Mazda,Mazda3,2015,"$10,500.00 ",Black,Special Price Offer ...!,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"74,741",https://www.carproof.com/order?ref=kijiji&vin=3MZBM1U73FM212095,"3675 Keele Street, Toronto, ON, M3J 1M6"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Mercedes-Benz,C-Class,2011,"$9,979.00 ",Grey,2.5L 4MATIC !!!!! NO ACCIDENTS CLEAN CARPROOF !!!!,Used,Sedan,All-wheel drive (AWD),Automatic,na,"174,700",https://www.carproof.com/order?ref=kijiji&vin=WDDGF8FB6BA518153,"5455 Steeles Avenue West, North York, ON, M9L 1S7"
Dodge,Grand Caravan,2019,"$29,230.00 ",Other,Canada Value Package,New,"Minivan, Van",Front-wheel drive (FWD),Automatic,na,na,na,"935 Woodlawn Road West, Guelph, ON, N1K 1B7"
Dodge,Journey,2013,"$8,495.00 ",White,LOW KM!,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"72,601",https://www.carproof.com/order?ref=kijiji&vin=3C4PDCAB9DT674984,"4732 Sheppard Avenue East, Scarborough, ON, M1S3V6"
Jeep,Cherokee,2014,"$15,850.00 ",Black,SPORT 4X4,Used,"SUV, Crossover",Other,Automatic,na,"104,000",https://reports.carproof.com/en/main?id=qOKOGCNWRMqe5OcRRcLDhHlXpRtoo5ye&utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Jeep,Cherokee,2016,"$16,950.00 ",Grey,NORTH NAVIGATION LEATHER AWD,Used,"SUV, Crossover",Other,Automatic,na,"129,000",https://reports.carproof.com/en/main?id=efbr5culY7wTxIlKMx16ev6zACmFrxKY&utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
BMW,X3,2014,"$21,850.00 ",Silver,xDrive28i NAVIGATION PAN SUNROOF LEATHER AWD,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"89,000",https://www.carproof.com/order?ref=kijiji&vin=null,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Hyundai,Santa Fe,2017,"$23,980.00 ",Blue,XL AWD Camera Bluetooth 7 Pass. Pano Roof Leather,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"108,925",https://www.carproof.com/order?ref=kijiji&vin=KM8SNDHF3HU173781,"2555 Steeles Avenue West, North York, ON, M3J 2P1"
Jeep,Grand Cherokee,2017,"$43,995.00 ",Black,"Summit 4 X 4 Nav, Bluetooth,Camera, Sunroof",Used,"SUV, Crossover",4 x 4,Automatic,na,"74,107",https://www.carproof.com/order?ref=kijiji&vin=1C4RJFJT2HC687539,"8050 Dixie Road, Brampton, ON, L6T 4W6"
Mazda,Mazda3,2015,"$9,999.00 ",Grey,"Special Price Offer For GX MODEL, SKYACTIVE",Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"71,918",https://www.carproof.com/order?ref=kijiji&vin=JM1BM1U79F1275217,"3675 Keele Street, Toronto, ON, M3J 1M6"
Nissan,Rogue,2014,"$16,450.00 ",Silver,SL LEATHER PANORAMIC SUNROOF BACK UP CAM AWD,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"121,000",https://reports.carproof.com/en/main?id=cwk6vqlugjGOTTEFIHxJ4tr66FPaMiLc&utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Touareg,2014,"$20,950.00 ",White,Sport w/Nav,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"160,000",https://www.carproof.com/order?ref=kijiji&vin=WVGEF9BP1ED008168,"11 Saint Regis Crescent North, North York, ON, M3J 1Y9"
Jeep,Grand Cherokee,2018,"$96,888.00 ",Red,**BEST PRICE FOR NEW TRACKHAWK 707 HP!**,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"3,214",https://www.carproof.com/order?ref=kijiji&vin=null,"212 Lakeshore Road West, Mississauga, ON, L5H 1G6"
Nissan,Altima,2014,"$13,999.00 ",Black,"SL MODEL, LEATHER SEATS, SUNROOF, REARVIEW CAMERA",Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"123,870",https://www.carproof.com/order?ref=kijiji&vin=1N4AL3APXEN330012,"3675 Keele Street, Toronto, ON, M3J 1M6"
Chevrolet,Cruze,2014,"$10,477.00 ",Black,LT-AUTO-BLUETOOTH-FACTORY WARRANTY,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"70,000",https://www.carproof.com/order?ref=kijiji&vin=1G1PC5SB1E7338824,"301 Weston Road, Toronto, ON, M6N3P1"
Hyundai,Elantra,2013,"$10,950.00 ",Blue,GLS | SUNROOF | BLUETOOTH | HEATED SEATS,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"104,793",https://www.carproof.com/order?ref=kijiji&vin=5NPDH4AEXDH361742,"12030 Yonge Street, Richmond Hill, ON, L4E 3M2"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Ford,Other,2012,"$14,495.00 ",White,E 150 CARGO 4.6L V8 Loaded Divider Shelving 129Km,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Other,"129,000",https://www.carproof.com/order?ref=kijiji&vin=null,"1065 Martingrove Road, Etobicoke, ON, M9W 4W6"
Nissan,Other,2019,"$25,886.00 ",Orange,SR,New,"SUV, Crossover",Front-wheel drive (FWD),Other,na,na,na,"275 West Hunt Club Road, Ottawa, ON, K2E 1A6"
MINI,Other,2012,"$12,800.00 ",Red,S|Navigation|Red Interior|Panoramic Roof|Heated Se,Used,Coupe (2 door),Front-wheel drive (FWD),Automatic,na,"37,000",https://www.carproof.com/order?ref=kijiji&vin=WMWSV3C58CT387478,"4801 Keele st 18-19, Toronto, ON, M3J 3A4"
GMC,Sierra 1500,2018,"$57,920.00 ",Black,SLE,Used,Pickup Truck,4 x 4,Automatic,Gasoline,46,https://www.carproof.com/order?ref=kijiji&vin=3GTU2MEC3JG112519,"2595 Saint Clair Avenue West, Toronto, ON, M6N 4Z5"
Chrysler,300-Series,2016,"$24,488.00 ",Black,300C Platinum AWD | 2 SETS OF WHEELS INCL | Safety,Used,Sedan,All-wheel drive (AWD),Other,na,"44,895",https://www.carproof.com/order?ref=kijiji&vin=2C3CCASGXGH253678,"888 Don Mills Road, North York, ON, M3C 1V6"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Pontiac,Montana,2006,"$2,900.00 ",Blue,w/1SA,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"185,000",https://www.carproof.com/order?ref=kijiji&vin=1GMDU03L86D195256,"56 Martin Ross Ave., North York, ON, M3J 2L4"
Ford,Edge,2014,"$16,980.00 ",Black,SEL Navi Camera Leather  Pano Sunroof,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,na,"132,761",https://www.carproof.com/order?ref=kijiji&vin=2FMDK3JC2EBA63222,"2555 Steeles Avenue West, North York, ON, M3J 2P1"
Lincoln,MKC,2015,"$19,450.00 ",White,NAVIGATION LEATHER PAN SUNROOF BACK UP CAM AWD,Used,Wagon,All-wheel drive (AWD),Automatic,Gasoline,"141,000",https://reports.carproof.com/en/main?id=jb3/2nNr PRe0IAkAjBtqdLxnxnd01wG&utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
