make,mileage,model,price,vin,year
Dodge,"45,798 Miles",Grand Caravan,"$15,800",2C4RDGCG9HR672380,2017
Ford,"49,927 Miles",Mustang,"$16,400",1FATP8EMXF5409417,2015
Dodge,"40,597 Miles",Charger,"$18,600",2C3CDXHG6GH112646,2016
Kia,"28,726 Miles",Forte,"$15,800",3KPFL4A88HE056106,2017
Ford,"30,994 Miles",Explorer,"$24,700",1FM5K7D83GGC03096,2016
Nissan,"5,985 Miles",JUKE,"$18,800",JN8AF5MR3FT513330,2015
Kia,"41,710 Miles",Sorento,"$15,600",5XYPG4A32GG038831,2016
Toyota,"45,136 Miles",Corolla,"$13,730",5YFBURHEXHP571580,2017
Dodge,"47,054 Miles",Grand Caravan,"$15,800",2C4RDGCG7HR825192,2017
Audi,"26,120 Miles",A3,"$17,999",WAUB8GFF4G1024941,2016
Buick,"20,366 Miles",Encore,"$12,999",KL4CJASB7GB594853,2016
Dodge,"47,789 Miles",Grand Caravan,"$16,000",2C4RDGCG0HR689925,2017
Chrysler,"37,561 Miles",300,"$17,599",2C3CCAGG6GH171021,2016
Hyundai,"40,697 Miles",Equus,"$29,700",KMHGH4JH4GU101544,2016
Ford,"85,379 Miles",F-150,"$26,000",1FTFW1ET8DKE34601,2013
Hyundai,"42,820 Miles",Sonata,"$15,700",5NPE34AF1FH181483,2015
Chevrolet,"14,836 Miles",Colorado,"$29,200",1GCGTCENXJ1288214,2018
Volkswagen,"25,787 Miles",CC,"$14,500",WVWRP7AN8DE516332,2013
Kia,"22,197 Miles",K900,"$26,800",KNALW4D41F6023077,2015
Nissan,"45,247 Miles",Maxima,"$22,285",1N4AA6AP6HC425321,2017
Ford,"39,827 Miles",Explorer,"$18,999",1FM5K8D83FGB35774,2015
Toyota,"77,446 Miles",Tundra,"$30,300",5TFHW5F18CX246966,2012
Nissan,"41,126 Miles",Maxima,"$19,400",1N4AA6AP7HC426798,2017
Nissan,"37,736 Miles",Maxima,"$20,000",1N4AA6AP0GC448897,2016
Volkswagen,"22,395 Miles",Passat,"$17,600",1VWCV7A34FC068077,2015
Volkswagen,"60,686 Miles",Jetta,"$13,000",3VWLA7AJ8FM287116,2015
Kia,"60,751 Miles",Optima,"$18,500",5XXGR4A6XFG429510,2015
Mitsubishi,"17,480 Miles",Outlander Sport,"$17,000",JA4AP3AW5HZ069935,2017
Honda,"2,043 Miles",Civic,"$24,400",2HGFC3A54HH750104,2017
Nissan,"44,363 Miles",Armada,"$25,699",JN8AY2NC7H9508120,2017
Mercedes-Benz,"25,272 Miles",E-Class,"$40,800",WDDZF4JB8HA114658,2017
Lexus,"30,453 Miles",ES 350,"$19,999",JTHBK1GG3F2180808,2015
Hyundai,"45,415 Miles",Accent,"$11,300",KMHCT4AE7HU264726,2017
Audi,"15,115 Miles",Q5,"$34,499",WA1ANAFY9J2127872,2018
Toyota,"34,300 Miles",Camry,"$16,930",4T1BF1FK7FU003772,2015
Toyota,"43,674 Miles",Camry,"$13,999",4T1BF1FK4HU387593,2017
Hyundai,"31,086 Miles",Tucson,"$18,600",KM8J33A29HU323573,2017
Toyota,"32,010 Miles",Tacoma,"$26,780",5TFLU4EN2EX095818,2014
Ram,"13,501 Miles",Pickup 1500,"$23,500",3C6JR6AT3GG239562,2016
Lincoln,"90,284 Miles",Town Car,"$3,855",1LNHM82W0YY891424,2000
Mercedes-Benz,"34,366 Miles",GLC,"$32,700",WDC0G4KB9HV003988,2017
Honda,"43,227 Miles",Odyssey,"$21,999",5FNRL5H95FB092795,2015
Nissan,"45,249 Miles",Rogue,"$15,000",KNMAT2MT7HP546390,2017
Nissan,"15,168 Miles",Sentra,"$12,500",3N1AB7AP8FY331896,2015
Hyundai,"28,070 Miles",Elantra,"$13,100",5NPDH4AE6GH721321,2016
Toyota,"5,481 Miles",RAV4,"$24,430",JTMWFREV2JJ182684,2018
Ford,"42,740 Miles",Fiesta,"$11,300",3FADP4EJ6HM138761,2017
Buick,"22,517 Miles",Encore,"$20,500",KL4CJHSB2GB609106,2016
Infiniti,"38,629 Miles",QX60,"$23,999",5N1AL0MM2FC511415,2015
Mercedes-Benz,"31,695 Miles",C-Class,"$19,999",55SWF4JB1FU084404,2015
Nissan,"28,666 Miles",Maxima,"$25,400",1N4AA6AP8HC444582,2017
Chevrolet,"40,878 Miles",Tahoe,"$47,480",1GNSKCKC7JR129191,2018
Ford,"37,028 Miles",F-150,"$32,999",1FTEW1EG0FFC82355,2015
Subaru,"35,691 Miles",Impreza,"$18,300",JF1GPAT6XF8257991,2015
Mercedes-Benz,"37,244 Miles",C-Class,"$18,399",55SWF4KBXFU008212,2015
Ford,"29,218 Miles",Fusion,"$14,600",3FA6P0G74HR106896,2017
Honda,"21,201 Miles",Fit,"$12,999",JHMGK5H76GX035195,2016
Volkswagen,"15,075 Miles",Passat,"$15,930",1VWAT7A39HC054207,2017
Subaru,"26,411 Miles",Outback,"$21,999",4S4BSBNC8G3255808,2016
Lincoln,"29,602 Miles",MKC,"$21,900",5LMCJ1A99FUJ47537,2015
Dodge,"37,958 Miles",Journey,"$18,200",3C4PDCGG5HT556567,2017
Nissan,"45,672 Miles",Rogue,"$18,000",5N1AT2MV9GC773776,2016
Toyota,"45,554 Miles",Corolla,"$12,785",5YFBURHE9GP510655,2016
Jeep,"34,371 Miles",Cherokee,"$20,500",1C4PJMCS7HW505249,2017
Toyota,"42,066 Miles",Corolla,"$12,255",5YFBURHE3HP704700,2017
Volkswagen,"54,406 Miles",Jetta,"$12,100",3VWPL7AJ2EM602504,2014
Nissan,"42,818 Miles",Altima,"$13,999",1N4AL3AP5HC197322,2017
Ford,"42,053 Miles",Edge,"$17,399",2FMTK4J81FBB19259,2015
Toyota,"71,992 Miles",RAV4,"$18,000",2T3DFREV2FW394906,2015
Ford,"19,505 Miles",Mustang,"$20,900",1FATP8UH8F5435616,2015
Hyundai,"44,378 Miles",Elantra,"$12,100",KMHDH4AE3GU542784,2016
Jeep,"30,680 Miles",Wrangler,"$20,999",1C4AJWAG4FL687586,2015
Nissan,"39,290 Miles",Maxima,"$24,700",1N4AA6AP2HC437840,2017
BMW,"30,504 Miles",4 Series,"$32,400",WBA3T3C54F5A40817,2015
Ford,"65,504 Miles",C-MAX Hybrid,"$15,000",1FADP5BU4GL104970,2016
Nissan,"35,448 Miles",Altima,"$15,500",1N4AL3AP3HC278447,2017
Chevrolet,"44,731 Miles",Traverse,"$15,999",1GNKRGKD5FJ337703,2015
Acura,"48,601 Miles",TLX,"$22,700",19UUB3F59GA000441,2016
Lincoln,"17,112 Miles",MKZ,"$25,200",3LN6L5C92HR603077,2017
Chevrolet,"44,533 Miles",Cruze Limited,"$13,500",1G1PF5SB5G7119763,2016
Ford,"36,580 Miles",Fusion Energi,"$16,100",3FA6P0PUXGR123108,2016
Honda,"35,116 Miles",Accord,"$21,250",1HGCT2B89FA004247,2015
Lexus,"31,240 Miles",RC 350,"$34,580",JTHSE5BC7G5005836,2016
BMW,"55,379 Miles",M3,"$43,300",WBS8M9C56G5G41505,2016
Mercedes-Benz,"36,062 Miles",E-Class,"$26,999",WDDHF5KB5GB191478,2016
Nissan,"27,224 Miles",Maxima,"$18,499",1N4AA6AP6GC435670,2016
Mercedes-Benz,"99,482 Miles",M-Class,"$12,855",4JGBB8GB4AA535915,2010
Toyota,"26,719 Miles",Corolla,"$14,100",5YFBURHE8HP737465,2017
Toyota,"11,595 Miles",Highlander Hybrid,"$42,930",5TDDGRFH2HS023139,2017
Volkswagen,"25,364 Miles",Jetta,"$13,300",3VWLL7AJ4EM355565,2014
Nissan,"32,027 Miles",Sentra,"$12,300",3N1AB7AP0FY283343,2015
Ford,"7,753 Miles",C-MAX Energi,"$18,880",1FADP5EU6HL109729,2017
Ford,"27,585 Miles",Fusion,"$12,999",3FA6P0HD0GR226049,2016
Ford,"22,684 Miles",Fiesta,"$12,000",3FADP4EJ6GM130755,2016
Chevrolet,"49,737 Miles",Malibu,"$15,000",1G1ZE5ST7HF153215,2017
Buick,"19,984 Miles",Enclave,"$28,530",5GAKRBKD6GJ214765,2016
Chevrolet,"17,817 Miles",Colorado,"$22,999",1GCGSBEA3F1266203,2015
Cadillac,"38,569 Miles",XTS,"$24,700",2G61M5S35H9155791,2017
Toyota,"22,017 Miles",Camry,"$17,200",4T1BF1FK0GU539528,2016
Ford,"29,938 Miles",F-150,"$25,930",1FTEW1CP0FFA10228,2015
Nissan,"32,954 Miles",Maxima,"$21,400",1N4AA6AP2HC445761,2017
Volkswagen,"40,352 Miles",Tiguan,"$17,500",WVGBV7AX5GW518638,2016
Acura,"44,887 Miles",RDX,"$23,100",5J8TB3H34GL011178,2016
BMW,"19,144 Miles",4 Series,"$25,699",WBA3T1C58FP821202,2015
Hyundai,"45,068 Miles",Accent,"$11,400",KMHCT4AE3HU215474,2017
Buick,"19,778 Miles",Encore,"$19,200",KL4CJBSB7HB025945,2017
Hyundai,"41,119 Miles",Tucson,"$19,000",KM8J33A2XGU157191,2016
Volkswagen,"34,290 Miles",Golf GTI,"$22,500",3VW447AU5GM062580,2016
BMW,"31,478 Miles",X1,"$23,999",WBXHT3C30GP885144,2016
Nissan,"34,791 Miles",Rogue,"$21,500",5N1AT2MV1HC868849,2017
Ford,"45,311 Miles",Fusion Hybrid,"$15,300",3FA6P0LU2HR323360,2017
Ford,"35,314 Miles",Escape,"$12,999",1FMCU0GX0GUA59603,2016
BMW,"36,675 Miles",5 Series,"$24,999",WBA5A5C59GG353858,2016
Lexus,"18,336 Miles",ES 350,"$23,999",58ABK1GG0GU013690,2016
Hyundai,"23,743 Miles",Elantra,"$12,800",5NPDH4AEXGH744164,2016
BMW,"24,422 Miles",2 Series,"$25,300",WBA1F9C53GV544520,2016
Ford,"30,550 Miles",Fusion Energi,"$16,800",3FA6P0PU3GR293102,2016
Dodge,"19,868 Miles",Journey,"$21,700",3C4PDDEG1HT502739,2017
Chevrolet,"15,561 Miles",Traverse,"$19,999",1GNKRFED1HJ329235,2017
Hyundai,"45,131 Miles",Santa Fe,"$22,200",KM8SN4HF5FU124515,2015
Volkswagen,"35,292 Miles",Jetta,"$12,800",3VWD17AJXFM265459,2015
Ford,"19,755 Miles",Fusion,"$15,505",3FA6P0H74FR130692,2015
Jeep,"32,628 Miles",Renegade,"$16,300",ZACCJABB7HPE82504,2017
Infiniti,"43,995 Miles",Q40,"$15,499",JN1CV6AR2FM651181,2015
Cadillac,"34,985 Miles",XTS,"$21,900",2G61M5S39E9180575,2014
Nissan,"45,372 Miles",JUKE,"$16,400",JN8AF5MV8HT750461,2017
BMW,"14,095 Miles",4 Series,"$37,000",WBA4F9C55HG792612,2017
Chevrolet,"49,440 Miles",Volt,"$14,200",1G1RC6E4XFU127930,2015
Jaguar,"21,147 Miles",XF,"$23,795",SAJWA0FS3FPU68516,2015
BMW,"31,269 Miles",4 Series,"$28,800",WBA4C9C56GG135986,2016
Nissan,"39,573 Miles",Altima,"$15,200",1N4AL3APXHC158323,2017
Kia,"24,561 Miles",Optima,"$15,700",5XXGN4A7XFG482924,2015
GMC,"11,332 Miles",Terrain,"$16,999",2GKALMEK6H6118607,2017
Cadillac,"38,656 Miles",XTS,"$22,300",2G61M5S30H9182073,2017
Dodge,"75,917 Miles",Journey,"$12,455",3C4PDDDG7CT222737,2012
Chevrolet,"43,078 Miles",Camaro,"$19,999",1G1FB3DS9H0175241,2017
Hyundai,"20,418 Miles",Elantra,"$12,700",5NPDH4AE7GH738001,2016
Subaru,"36,508 Miles",Forester,"$19,100",JF2SJABC9FH805879,2015
Mercedes-Benz,"36,525 Miles",C-Class,"$23,935",55SWF4KB7FU055391,2015
Nissan,"41,227 Miles",Altima,"$14,999",1N4AL3AP9HC200478,2017
Toyota,"12,650 Miles",Corolla,"$16,300",2T1BURHE6HC947482,2017
Chevrolet,"34,514 Miles",Equinox,"$22,000",2GNFLGEK5H6284224,2017
Nissan,"41,290 Miles",Rogue,"$15,595",KNMAT2MT8HP516623,2017
Chrysler,"11,478 Miles",300,"$23,930",2C3CCABG6JH261302,2018
Mercedes-Benz,"36,155 Miles",C-Class,"$23,980",55SWF4KB8FU081482,2015
Ford,"41,307 Miles",Escape,"$17,000",1FMCU9G96HUC53141,2017
Buick,"36,597 Miles",Verano,"$14,500",1G4PR5SK6G4155862,2016
Lexus,"43,862 Miles",ES 300h,"$27,730",JTHBW1GG7G2104448,2016
Chevrolet,"45,675 Miles",Sonic,"$12,200",1G1JD5SH1H4112473,2017
Nissan,"32,584 Miles",Altima,"$16,000",1N4AL3AP8FC488474,2015
BMW,"24,113 Miles",2 Series,"$34,800",WBA2M9C51HV717284,2017
Hyundai,"25,333 Miles",Elantra,"$14,000",5NPD84LF8HH026233,2017
Kia,"26,541 Miles",Forte,"$12,800",3KPFK4A75HE042481,2017
Cadillac,"26,790 Miles",SRX,"$19,699",3GYFNBE34FS606164,2015
Acura,"24,718 Miles",RDX,"$21,999",5J8TB4H59FL004734,2015
Acura,"29,683 Miles",TLX,"$16,899",19UUB2F34FA023584,2015
Infiniti,"45,397 Miles",Q50,"$19,400",JN1BV7AR7FM416342,2015
Chevrolet,"29,291 Miles",Traverse,"$20,999",1GNKVGKD1GJ338571,2016
Chevrolet,"51,574 Miles",Camaro,"$18,200",2G1FD3D39F9196757,2015
Audi,"33,321 Miles",Q5,"$27,680",WA1LFAFP5FA065607,2015
BMW,"33,892 Miles",X3,"$28,500",5UXWX9C50G0D76288,2016
BMW,"38,733 Miles",X3,"$27,200",5UXWX9C50G0D81832,2016
Jeep,"40,933 Miles",Wrangler Unlimited,"$26,800",1C4HJWEG1DL560445,2013
Mercedes-Benz,"33,609 Miles",GLA,"$20,999",WDCTG4EB2FJ184056,2015
Alfa Romeo,"5,360 Miles",4C,"$48,480",ZARBAAB48GM177514,2016
Chrysler,"27,924 Miles",300,"$22,200",2C3CCAGG2HH547103,2017
Infiniti,"13,097 Miles",QX50,"$28,280",JN1BJ0RR0HM407251,2017
Mercedes-Benz,"36,420 Miles",CLS,"$34,230",WDDLJ6FB1FA142145,2015
Kia,"66,660 Miles",Soul,"$12,400",KNDJP3A59G7342611,2016
Nissan,"49,840 Miles",Quest,"$15,000",JN8AE2KP5F9131820,2015
Nissan,"43,677 Miles",Maxima,"$24,780",1N4AA6AP3HC449883,2017
Volkswagen,"38,055 Miles",CC,"$14,999",WVWBP7AN3GE501985,2016
Ford,"47,702 Miles",Focus,"$11,700",1FADP3F27HL232618,2017
Kia,"45,900 Miles",Sedona,"$17,400",KNDMB5C18H6230231,2017
Buick,"31,393 Miles",Encore,"$15,800",KL4CJCSB6FB177038,2015
Buick,"35,694 Miles",LaCrosse,"$23,400",1G4ZP5SS2HU209691,2017
Jaguar,"46,048 Miles",XF,"$20,985",SAJWA0FS9FPU86549,2015
Mitsubishi,"79,358 Miles",Outlander Sport,"$10,500",4A4AP3AU9EE029700,2014
Audi,"23,744 Miles",A4,"$28,925",WAUANAF40HN027006,2017
BMW,"43,871 Miles",3 Series,"$29,855",WBA3X9C53GD869292,2016
Kia,"16,130 Miles",Sportage,"$18,200",KNDPM3AC2J7458421,2018
Toyota,"41,784 Miles",RAV4,"$18,300",2T3WFREV2GW268717,2016
Subaru,"5,565 Miles",Outback,"$24,800",4S4BSAAC7J3284000,2018
Mercedes-Benz,"27,680 Miles",E-Class,"$22,999",WDDHF8JB2FB130493,2015
Bentley,"19,797 Miles",Continental GT V8 S,"$119,599",SCBFH7ZA0FC042119,2015
Toyota,"16,723 Miles",RAV4,"$19,430",2T3YFREV4EW109705,2014
Hyundai,"41,386 Miles",Accent,"$11,500",KMHCT4AE0HU234581,2017
Lexus,"13,016 Miles",NX 200t,"$25,999",JTJBARBZ3F2036331,2015
Mercedes-Benz,"37,910 Miles",C-Class,"$24,600",55SWF4KB1GU118471,2016
Chevrolet,"15,264 Miles",Camaro,"$17,900",2G1FC1E32D9206757,2013
Mercedes-Benz,"26,700 Miles",E-Class,"$25,600",WDDHF5KB1EA844147,2014
Mercedes-Benz,"32,720 Miles",GLE,"$32,999",4JGDA5JB9GA685921,2016
Nissan,"42,403 Miles",Maxima,"$18,999",1N4AA6AP0GC401207,2016
Jeep,"20,634 Miles",Wrangler Unlimited,"$28,480",1C4BJWDG5HL555407,2017
Infiniti,"32,885 Miles",Q50,"$20,600",JN1BV7AP1FM347503,2015
Lexus,"22,895 Miles",ES 350,"$27,130",58ABK1GG5GU011918,2016
Volkswagen,"29,865 Miles",CC,"$13,999",WVWBP7AN0FE813292,2015
Ford,"41,512 Miles",Focus,"$14,015",1FADP3M25HL264468,2017
Toyota,"16,572 Miles",RAV4,"$24,600",2T3NFREV9HW399429,2017
BMW,"24,423 Miles",4 Series,"$29,500",WBA3N9C58GK250026,2016
Jeep,"22,932 Miles",Grand Cherokee,"$34,480",1C4RJECG6HC665991,2017
Ford,"45,244 Miles",Focus,"$13,600",1FADP3M2XHL225505,2017
Hyundai,"23,695 Miles",Santa Fe Sport,"$20,200",5NMZU3LB9HH016722,2017
Mercedes-Benz,"28,445 Miles",C-Class,"$20,999",55SWF4JB4GU132091,2016
Acura,"40,584 Miles",TLX,"$21,600",19UUB2F58GA000442,2016
Acura,"38,918 Miles",TLX,"$17,299",19UUB2F39FA017778,2015
Ford,"58,800 Miles",F-150,"$25,500",1FTFW1EF3EKD91202,2014
Toyota,"15,808 Miles",Camry,"$21,600",4T1BK1FK0GU569107,2016
Kia,"19,566 Miles",Optima,"$19,980",5XXGU4L3XHG135268,2017
Dodge,"43,505 Miles",Journey,"$16,900",3C4PDDBG7HT574484,2017
Lincoln,"35,390 Miles",MKS,"$16,899",1LNHL9DK1FG600239,2015
BMW,"40,140 Miles",M3,"$39,199",WBS3C9C5XFP804444,2015
Mazda,"16,530 Miles",MX-5 Miata,"$18,100",JM1NC2PF4B0214303,2011
Toyota,"31,308 Miles",Corolla,"$13,600",5YFBURHE7GP372758,2016
Honda,"42,574 Miles",CR-V,"$21,900",2HKRM3H71GH567927,2016
Kia,"10,578 Miles",Sorento,"$20,600",5XYPG4A39HG300040,2017
Dodge,"19,241 Miles",Journey,"$21,300",3C4PDDEG3HT502676,2017
Nissan,"45,770 Miles",Quest,"$16,300",JN8AE2KP2H9168620,2017
Toyota,"43,236 Miles",Corolla,"$14,185",2T1BURHE4HC904288,2017
BMW,"40,848 Miles",5 Series,"$28,399",WBA5B3C50GG254122,2016
Hyundai,"26,596 Miles",Sonata,"$14,500",5NPE24AF9FH221067,2015
Lexus,"34,849 Miles",IS 200t,"$20,599",JTHBA1D23G5013599,2016
Acura,"29,373 Miles",ILX,"$15,999",19UDE2F77GA016186,2016
Kia,"27,533 Miles",Sorento,"$18,200",5XYPGDA34GG105834,2016
Mercedes-Benz,"36,875 Miles",GLE,"$52,999",4JGED6EB2GA024954,2016
Audi,"21,030 Miles",Q3,"$27,300",WA1EFCFS4GR006303,2016
Dodge,"35,203 Miles",Challenger,"$17,400",2C3CDYAG7DH540625,2013
Toyota,"38,020 Miles",Sienna,"$26,900",5TDXK3DC3GS730684,2016
Chevrolet,"19,534 Miles",Camaro,"$24,350",1G1FD1RS8H0203165,2017
Nissan,"47,501 Miles",Rogue,"$17,000",JN8AT2MV1HW027993,2017
Jeep,"30,023 Miles",Patriot,"$12,930",1C4NJPFBXFD361953,2015
Buick,"28,664 Miles",Encore,"$18,000",KL4CJCSB2GB607455,2016
Hyundai,"41,206 Miles",Veloster,"$13,100",KMHTC6AD6HU311960,2017
Nissan,"19,749 Miles",Armada,"$32,180",JN8AY2ND7J9058435,2018
Nissan,"44,917 Miles",Rogue,"$16,100",KNMAT2MV3HP600866,2017
Ford,"61,057 Miles",Focus,"$11,500",1FADP3K24FL223295,2015
Nissan,"48,173 Miles",Murano,"$19,100",5N1AZ2MG2HN139246,2017
Mazda,"22,329 Miles",CX-5,"$22,755",JM3KFBCM7J0348338,2018
Mercedes-Benz,"23,864 Miles",C-Class,"$26,400",55SWF4KB4GU107710,2016
Ram,"34,334 Miles",Pickup 1500,"$22,480",1C6RR6GG5HS762833,2017
Chevrolet,"33,373 Miles",Silverado 1500,"$23,999",1GCVKREH6GZ409080,2016
Lincoln,"41,321 Miles",MKZ,"$20,500",3LN6L2J95GR622304,2016
Chevrolet,"26,710 Miles",Volt,"$24,090",1G1RD6S51HU127134,2017
BMW,"30,158 Miles",3 Series,"$27,500",WBA8B9C53HK884795,2017
Chevrolet,"13,416 Miles",Colorado,"$29,330",1GCGTCEN1J1285900,2018
Buick,"28,011 Miles",LaCrosse,"$15,999",1G4GB5G35FF342292,2015
Ford,"45,966 Miles",Fusion Hybrid,"$15,300",3FA6P0LU5HR234933,2017
Toyota,"70,424 Miles",Avalon,"$18,700",4T1BK1EB6FU154048,2015
Chevrolet,"46,921 Miles",Impala,"$16,400",2G1105S35H9158014,2017
Mitsubishi,"36,878 Miles",Mirage,"$10,100",ML32A3HJ5HH021530,2017
Toyota,"20,142 Miles",RAV4,"$23,600",JTMNFREV3GJ069217,2016
Subaru,"30,663 Miles",WRX,"$29,400",JF1VA2M69G9816794,2016
Nissan,"31,477 Miles",Maxima,"$20,755",1N4AA6AP0JC361413,2018
Kia,"23,158 Miles",Soul,"$14,600",KNDJN2A29H7412440,2017
Nissan,"35,439 Miles",Murano,"$20,999",5N1AZ2MH2FN285944,2015
Nissan,"34,229 Miles",Altima,"$13,800",1N4AL3AP3FC413150,2015
Jaguar,"24,300 Miles",XE,"$24,999",SAJAR4FX1JCP31348,2018
Jeep,"57,097 Miles",Grand Cherokee,"$24,295",1C4RJEBG8HC779038,2017
Volkswagen,"48,582 Miles",Jetta,"$12,400",3VWLL7AJ7DM447378,2013
Kia,"76,231 Miles",Soul,"$11,500",KNDJP3A56E7704374,2014
Ford,"30,248 Miles",Fusion,"$17,405",3FA6P0HD9HR272609,2017
Nissan,"48,522 Miles",Altima,"$14,500",1N4AL3AP2HC208955,2017
Nissan,"24,406 Miles",Frontier,"$22,600",1N6DD0EV9HN776309,2017
Lexus,"39,730 Miles",RX 350,"$36,900",2T2ZZMCA1HC089308,2017
Dodge,"8,851 Miles",Challenger,"$27,880",2C3CDZBT6HH656065,2017
GMC,"34,035 Miles",Terrain,"$19,800",2GKALPEK9G6284264,2016
Ford,"33,667 Miles",Escape,"$11,799",1FMCU0F70GUA60686,2016
Mercedes-Benz,"35,221 Miles",E-Class,"$26,999",WDDHF5KB1GB264703,2016
Volkswagen,"13,800 Miles",Passat,"$14,200",1VWBP7A34DC044543,2013
Ford,"49,922 Miles",Focus,"$12,130",1FADP3K27HL249862,2017
Nissan,"39,603 Miles",Sentra,"$13,100",3N1AB7AP2HY311260,2017
Dodge,"42,813 Miles",Grand Caravan,"$14,999",2C4RDGCG7HR689775,2017
Chevrolet,"6,007 Miles",Silverado 1500 Legacy,"$26,999",2GCRCPEC8K1106665,2019
Volkswagen,"1,521 Miles",Jetta,"$14,999",3VWC57BU9KM092200,2019
Hyundai,"43,586 Miles",Sonata,"$13,300",5NPE24AF7HH544181,2017
Dodge,"22,307 Miles",Durango,"$28,500",1C4RDJAG8JC146269,2018
Honda,"27,755 Miles",Civic,"$20,500",2HGFC1F73HH635671,2017
Nissan,"32,617 Miles",Maxima,"$20,200",1N4AA6AP2GC417568,2016
Ford,"20,193 Miles",Fusion,"$16,900",3FA6P0H96HR299570,2017
Infiniti,"42,490 Miles",QX60,"$27,600",5N1DL0MM2HC542258,2017
BMW,"45,586 Miles",X5,"$40,830",5UXKS4C56G0N12887,2016
Infiniti,"37,445 Miles",QX50,"$22,499",JN1BJ0RR1HM407064,2017
Jeep,"76,873 Miles",Wrangler Unlimited,"$23,800",1C4BJWDG4EL117893,2014
Chrysler,"42,927 Miles",Town and Country,"$17,900",2C4RC1BG0FR577320,2015
BMW,"30,881 Miles",5 Series,"$28,270",WBA5B3C53FD540031,2015
Mercedes-Benz,"36,085 Miles",CLA,"$17,999",WDDSJ4EB4FN257882,2015
Mazda,"42,571 Miles",CX-9,"$19,475",JM3TB3CA5E0434622,2014
Nissan,"45,582 Miles",Altima,"$15,900",1N4AL3AP7HC235570,2017
Cadillac,"39,479 Miles",ATS,"$17,700",1G6AG5RX8E0114335,2014
BMW,"15,117 Miles",M6,"$69,999",WBS6E9C51HG437282,2017
Infiniti,"21,290 Miles",Q50,"$25,400",JN1BV7AP4FM352341,2015
Acura,"39,600 Miles",MDX,"$29,265",5FRYD4H60FB019597,2015
Ford,"36,049 Miles",C-MAX Energi,"$15,100",1FADP5CU4GL100741,2016
Hyundai,"42,895 Miles",Veloster,"$13,100",KMHTC6AD0HU307547,2017
BMW,"22,809 Miles",3 Series,"$27,700",WBA3G7C54FK297082,2015
Nissan,"24,013 Miles",Altima,"$15,700",1N4AL3AP3FC464485,2015
Honda,"35,985 Miles",CR-V,"$17,999",2HKRM4H43GH620011,2016
Nissan,"10,907 Miles",Sentra,"$14,100",3N1AB7AP1HY391456,2017
Nissan,"38,878 Miles",Altima,"$12,799",1N4AL3AP7HC166301,2017
Nissan,"14,973 Miles",Titan XD,"$38,800",1N6AA1F41HN568674,2017
Ford,"27,680 Miles",Fiesta,"$16,600",3FADP4GX9GM128368,2016
Kia,"51,628 Miles",Sportage,"$13,200",KNDPB3AC1E7560675,2014
Ford,"33,459 Miles",F-250 Super Duty,"$44,900",1FT7W2BTXFED05534,2015
Hyundai,"30,149 Miles",Sonata,"$18,000",5NPE34AB3FH245438,2015
Toyota,"36,520 Miles",Camry,"$15,700",4T4BF1FK7GR520433,2016
Infiniti,"45,368 Miles",Q40,"$18,000",JN1CV6AR3FM523032,2015
Kia,"29,488 Miles",Forte,"$12,600",KNAFK4A65G5528531,2016
Nissan,"33,933 Miles",Maxima,"$20,800",1N4AA6AP2HC447364,2017
BMW,"25,686 Miles",4 Series,"$34,100",WBA4B3C54GG344739,2016
Jeep,"46,212 Miles",Grand Cherokee,"$30,800",1C4RJECG2GC500759,2016
Cadillac,"22,425 Miles",CTS,"$20,999",1G6AW5SX3F0119151,2015
Buick,"30,357 Miles",Enclave,"$25,045",5GAKRAKD2HJ141776,2017
Nissan,"35,504 Miles",Rogue,"$16,400",JN8AT2MT7HW153208,2017
Volkswagen,"43,500 Miles",Jetta,"$12,800",3VWPL7AJXBM716598,2011
Chevrolet,"26,553 Miles",Camaro,"$21,300",1G1FB1RS3G0129206,2016
Toyota,"42,461 Miles",Prius c,"$15,700",JTDKDTB38F1583149,2015
Volkswagen,"33,823 Miles",Beetle,"$11,855",3VW5P7AT4EM805424,2014
Ford,"26,762 Miles",Fiesta,"$16,900",3FADP4GX3HM126519,2017
GMC,"35,854 Miles",Terrain,"$15,999",2GKFLWE35F6420333,2015
BMW,"13,874 Miles",i3,"$20,500",WBY1Z4C58GV506485,2016
BMW,"25,643 Miles",M4,"$44,000",WBS3U9C51FP968162,2015
Chevrolet,"26,061 Miles",Equinox,"$16,999",2GNALCEK5H1526798,2017
Buick,"42,641 Miles",Encore,"$14,600",KL4CJASB8GB594294,2016
Ford,"46,601 Miles",Escape,"$17,000",1FMCU0J9XGUA20365,2016
Ford,"15,915 Miles",Focus,"$15,200",1FADP3J23GL201307,2016
Chrysler,"8,124 Miles",300,"$20,700",2C3CCAAG7JH140473,2018
Ford,"22,576 Miles",Fusion,"$15,100",3FA6P0HDXGR244851,2016
Nissan,"34,691 Miles",Altima,"$14,800",1N4AL3AP7HC473175,2017
Dodge,"14,868 Miles",Challenger,"$33,000",2C3CDZFJ3GH345331,2016
Volkswagen,"38,279 Miles",Jetta,"$12,300",3VWLL7AJ9CM040449,2012
Chevrolet,"23,464 Miles",Silverado 1500,"$28,080",1GCRCSEC5FZ294013,2015
Hyundai,"46,195 Miles",Santa Fe Sport,"$16,880",5XYZU3LA1EG127326,2014
