,brand,Year,mpg,Displacement,list_price
3716,Volkswagen,2012,24.0,2.5,10888
3717,Volkswagen,2012,23.0,2.5,10888
3718,Volkswagen,2012,29.0,2.0,10888
3719,Volkswagen,2012,29.0,2.0,10888
3720,Volkswagen,2012,23.0,2.0,10888
3721,Volkswagen,2012,24.0,2.0,10888
3723,Nissan,2005,24.0,1.8,1800
3724,Nissan,2005,24.0,1.8,1800
3725,Nissan,2005,20.0,2.5,1800
3726,Nissan,2005,20.0,2.5,1800
3729,Honda,2009,26.0,1.8,5500
3730,Honda,2009,25.0,1.8,5500
3731,Honda,2009,21.0,2.0,5500
3734,Audi,2012,22.0,2.0,9500
3736,Chevrolet,2017,19.0,3.6,31999
3737,Chevrolet,2017,16.0,6.2,31999
3738,Chevrolet,2017,20.0,2.0,31999
3739,Chevrolet,2017,22.0,2.0,31999
3740,Chevrolet,2017,16.0,3.6,31999
3741,Chevrolet,2017,17.0,6.2,31999
3742,Chevrolet,2017,14.0,6.2,31999
3743,Chevrolet,2017,12.0,6.2,31999
3745,Acura,2015,24.0,2.0,16950
3746,Acura,2015,22.0,2.4,16950
3748,Maserati,2010,11.0,4.7,37800
3749,Maserati,2010,11.0,4.2,37800
3752,Land Rover,2014,15.0,3.0,42499
3755,Audi,2013,18.0,3.0,39800
3756,Audi,2013,17.0,3.0,39800
3761,Land Rover,2011,13.0,5.0,23699
3763,Nissan,2005,24.0,1.8,1800
3764,Nissan,2005,24.0,1.8,1800
3765,Nissan,2005,20.0,2.5,1800
3766,Nissan,2005,20.0,2.5,1800
3768,Volkswagen,2012,24.0,2.5,11780
3769,Volkswagen,2012,23.0,2.5,11780
3770,Volkswagen,2012,29.0,2.0,11780
3771,Volkswagen,2012,29.0,2.0,11780
3776,Porsche,2011,16.0,3.6,23800
3777,Porsche,2011,15.0,3.6,23800
3782,Porsche,2013,18.0,3.6,41800
3784,Maserati,2010,11.0,4.7,37800
3785,Maserati,2010,11.0,4.2,37800
3786,Chevrolet,2007,14.0,7.0,32800
3787,Chevrolet,2007,16.0,6.0,32800
3788,Chevrolet,2007,15.0,6.0,32800
3789,Land Rover,2010,12.0,5.0,17800
3793,Land Rover,2014,15.0,3.0,42499
3796,Audi,2013,18.0,3.0,39800
3797,Audi,2013,17.0,3.0,39800
3800,Fiat,2013,28.0,1.4,6495
3801,Fiat,2013,27.0,1.4,6495
3802,Fiat,2013,30.0,1.4,6495
3803,Honda,2007,16.0,3.5,7995
3804,Honda,2007,17.0,3.5,7995
3805,Fiat,2016,27.0,1.4,18877
3806,Fiat,2016,24.0,1.4,18877
3807,Fiat,2016,31.0,1.4,18877
3808,Fiat,2016,28.0,1.4,18877
3809,Porsche,2011,16.0,3.6,23800
3810,Porsche,2011,15.0,3.6,23800
3812,Audi,2012,18.0,4.2,25800
3813,Toyota,2017,20.0,2.7,41800
3814,Toyota,2017,20.0,3.5,41800
3820,Porsche,2007,19.0,2.7,27800
3821,Porsche,2007,20.0,2.7,27800
3822,Porsche,2007,19.0,2.7,27800
3824,Porsche,2011,16.0,3.6,29800
3825,Porsche,2011,15.0,3.6,29800
3827,Porsche,2013,18.0,3.6,41800
3829,Maserati,2010,11.0,4.7,37800
3830,Maserati,2010,11.0,4.2,37800
3831,Chevrolet,2007,14.0,7.0,32800
3832,Chevrolet,2007,16.0,6.0,32800
3833,Chevrolet,2007,15.0,6.0,32800
3834,Land Rover,2010,12.0,5.0,17800
3836,Hyundai,2013,28.0,1.8,7990
3837,Hyundai,2013,28.0,1.8,7990
3840,Porsche,2011,16.0,3.6,23800
3841,Porsche,2011,15.0,3.6,23800
3843,Audi,2012,18.0,4.2,25800
3844,Toyota,2017,20.0,2.7,41800
3845,Toyota,2017,20.0,3.5,41800
3851,Porsche,2007,19.0,2.7,27800
3852,Porsche,2007,20.0,2.7,27800
3853,Porsche,2007,19.0,2.7,27800
3855,Porsche,2011,16.0,3.6,29800
3856,Porsche,2011,15.0,3.6,29800
3858,Porsche,2013,18.0,3.6,41800
3860,Maserati,2010,11.0,4.7,37800
3861,Maserati,2010,11.0,4.2,37800
3862,Chevrolet,2007,14.0,7.0,32800
3863,Chevrolet,2007,16.0,6.0,32800
3864,Chevrolet,2007,15.0,6.0,32800
3865,Land Rover,2010,12.0,5.0,17800
3866,Land Rover,2013,12.0,5.0,31888
3867,Land Rover,2013,13.0,5.0,31888
3869,Nissan,2010,26.0,1.6,4900
3870,Nissan,2010,26.0,1.6,4900
3871,Nissan,2010,24.0,1.8,4900
3872,Nissan,2010,28.0,1.8,4900
3873,Nissan,2010,26.0,1.8,4900
3874,Porsche,2011,16.0,3.6,23800
3875,Porsche,2011,15.0,3.6,23800
3877,Audi,2012,18.0,4.2,25800
3878,Toyota,2017,20.0,2.7,41800
3879,Toyota,2017,20.0,3.5,41800
3885,Porsche,2007,19.0,2.7,27800
3886,Porsche,2007,20.0,2.7,27800
3887,Porsche,2007,19.0,2.7,27800
3889,Porsche,2011,16.0,3.6,29800
3890,Porsche,2011,15.0,3.6,29800
3892,Porsche,2013,18.0,3.6,41800
3894,Maserati,2010,11.0,4.7,37800
3895,Maserati,2010,11.0,4.2,37800
3896,Chevrolet,2007,14.0,7.0,32800
3897,Chevrolet,2007,16.0,6.0,32800
3898,Chevrolet,2007,15.0,6.0,32800
3899,Acura,2015,24.0,2.0,16450
3900,Acura,2015,22.0,2.4,16450
3907,Porsche,2011,16.0,3.6,23800
3908,Porsche,2011,15.0,3.6,23800
3910,Audi,2012,18.0,4.2,25800
3911,Toyota,2017,20.0,2.7,41800
3912,Toyota,2017,20.0,3.5,41800
3918,Porsche,2007,19.0,2.7,27800
3919,Porsche,2007,20.0,2.7,27800
3920,Porsche,2007,19.0,2.7,27800
3922,Porsche,2011,16.0,3.6,29800
3923,Porsche,2011,15.0,3.6,29800
3925,Porsche,2013,18.0,3.6,41800
3927,Volkswagen,2016,20.0,3.6,17990
3928,Volkswagen,2016,25.0,1.8,17990
3933,Porsche,2011,16.0,3.6,23800
3934,Porsche,2011,15.0,3.6,23800
3936,Audi,2012,18.0,4.2,25800
3937,Toyota,2017,20.0,2.7,41800
3938,Toyota,2017,20.0,3.5,41800
3944,Porsche,2007,19.0,2.7,27800
3945,Porsche,2007,20.0,2.7,27800
3946,Porsche,2007,19.0,2.7,27800
3948,Porsche,2011,16.0,3.6,29800
3949,Porsche,2011,15.0,3.6,29800
3953,Toyota,2014,27.0,1.8,13995
3954,Toyota,2014,29.0,1.8,13995
3955,Toyota,2014,29.0,1.8,13995
3956,Toyota,2014,28.0,1.8,13995
3957,Ford,2018,21.0,2.3,28888
3958,Ford,2018,15.0,5.0,28888
3959,Ford,2018,21.0,2.3,28888
3960,Ford,2018,16.0,5.0,28888
3965,Porsche,2011,16.0,3.6,23800
3966,Porsche,2011,15.0,3.6,23800
3968,Audi,2012,18.0,4.2,25800
3969,Toyota,2017,20.0,2.7,41800
3970,Toyota,2017,20.0,3.5,41800
3976,Porsche,2007,19.0,2.7,27800
3977,Porsche,2007,20.0,2.7,27800
3978,Porsche,2007,19.0,2.7,27800
3980,Nissan,2005,21.0,2.5,2999
3981,Nissan,2005,21.0,2.5,2999
3982,Nissan,2005,19.0,3.5,2999
3983,Nissan,2005,18.0,3.5,2999
3984,Nissan,2005,18.0,3.5,2999
3989,Toyota,2016,25.0,2.5,0
3990,Toyota,2016,21.0,3.5,0
3992,Audi,2013,17.0,4.0,35888
3997,Porsche,2011,16.0,3.6,23800
3998,Porsche,2011,15.0,3.6,23800
4000,Audi,2012,18.0,4.2,25800
4001,Toyota,2017,20.0,2.7,41800
4002,Toyota,2017,20.0,3.5,41800
4008,Dodge,2019,17.0,3.6,37510
4009,Dodge,2019,17.0,3.6,37510
4011,Nissan,2015,27.0,1.8,13999
4012,Nissan,2015,29.0,1.8,13999
4013,Hyundai,2017,28.0,2.0,14850
4014,Hyundai,2017,26.0,2.0,14850
4015,Hyundai,2017,32.0,1.4,14850
4016,Hyundai,2017,26.0,1.6,14850
4017,Hyundai,2017,22.0,1.6,14850
4019,Volkswagen,2001,20.0,1.8,1500
4020,Volkswagen,2001,22.0,1.8,1500
4021,Volkswagen,2001,29.0,1.9,1500
4022,Volkswagen,2001,35.0,1.9,1500
4023,Volkswagen,2001,20.0,2.0,1500
4024,Volkswagen,2001,21.0,2.0,1500
4025,Volkswagen,2001,17.0,2.8,1500
4026,Volkswagen,2001,17.0,2.8,1500
4029,Toyota,2016,25.0,2.5,0
4030,Toyota,2016,21.0,3.5,0
4032,Audi,2013,17.0,4.0,35888
4037,Porsche,2011,16.0,3.6,23800
4038,Porsche,2011,15.0,3.6,23800
4040,Audi,2012,18.0,4.2,25800
4041,Toyota,2017,20.0,2.7,41800
4042,Toyota,2017,20.0,3.5,41800
4045,Volkswagen,2015,21.0,2.0,15950
4046,Volkswagen,2015,24.0,2.0,8750
4047,Volkswagen,2015,23.0,2.0,8750
4048,Volkswagen,2015,30.0,2.0,8750
4049,Volkswagen,2015,31.0,2.0,8750
4050,Volkswagen,2015,25.0,2.0,8750
4051,Volkswagen,2015,25.0,1.8,8750
4052,Volkswagen,2015,25.0,1.8,8750
4053,Volkswagen,2015,22.0,2.0,8750
4056,Volkswagen,2001,20.0,1.8,1500
4057,Volkswagen,2001,22.0,1.8,1500
4058,Volkswagen,2001,29.0,1.9,1500
4059,Volkswagen,2001,35.0,1.9,1500
4060,Volkswagen,2001,20.0,2.0,1500
4061,Volkswagen,2001,21.0,2.0,1500
4062,Volkswagen,2001,17.0,2.8,1500
4063,Volkswagen,2001,17.0,2.8,1500
4066,Toyota,2016,25.0,2.5,0
4067,Toyota,2016,21.0,3.5,0
4069,Audi,2013,17.0,4.0,35888
4074,Porsche,2011,16.0,3.6,23800
4075,Porsche,2011,15.0,3.6,23800
4078,Dodge,2018,19.0,2.4,28995
4079,Dodge,2018,17.0,3.6,28995
4086,Volkswagen,2001,20.0,1.8,1500
4087,Volkswagen,2001,22.0,1.8,1500
4088,Volkswagen,2001,29.0,1.9,1500
4089,Volkswagen,2001,35.0,1.9,1500
4090,Volkswagen,2001,20.0,2.0,1500
4091,Volkswagen,2001,21.0,2.0,1500
4092,Volkswagen,2001,17.0,2.8,1500
4093,Volkswagen,2001,17.0,2.8,1500
4096,Toyota,2016,25.0,2.5,0
4097,Toyota,2016,21.0,3.5,0
4099,Audi,2013,17.0,4.0,35888
4105,Volkswagen,2015,24.0,2.0,12990
4106,Volkswagen,2015,23.0,2.0,12990
4107,Volkswagen,2015,30.0,2.0,12990
4108,Volkswagen,2015,31.0,2.0,12990
4109,Volkswagen,2015,25.0,2.0,12990
4110,Volkswagen,2015,25.0,1.8,12990
4111,Volkswagen,2015,25.0,1.8,12990
4112,Volkswagen,2015,22.0,2.0,12990
4117,Volkswagen,2001,20.0,1.8,1500
4118,Volkswagen,2001,22.0,1.8,1500
4119,Volkswagen,2001,29.0,1.9,1500
4120,Volkswagen,2001,35.0,1.9,1500
4121,Volkswagen,2001,20.0,2.0,1500
4122,Volkswagen,2001,21.0,2.0,1500
4123,Volkswagen,2001,17.0,2.8,1500
4124,Volkswagen,2001,17.0,2.8,1500
4127,Toyota,2016,25.0,2.5,0
4128,Toyota,2016,21.0,3.5,0
4130,Audi,2013,17.0,4.0,35888
4135,Porsche,2011,16.0,3.6,23800
4136,Porsche,2011,15.0,3.6,23800
4137,Land Rover,2015,14.0,5.0,76990
4138,Land Rover,2015,17.0,3.0,76990
4139,Volkswagen,2015,24.0,2.0,11500
4140,Volkswagen,2015,23.0,2.0,11500
4141,Volkswagen,2015,30.0,2.0,11500
4142,Volkswagen,2015,31.0,2.0,11500
4143,Volkswagen,2015,25.0,2.0,11500
4144,Volkswagen,2015,25.0,1.8,11500
4145,Volkswagen,2015,25.0,1.8,11500
4146,Volkswagen,2015,22.0,2.0,11500
4151,Volkswagen,2001,20.0,1.8,1500
4152,Volkswagen,2001,22.0,1.8,1500
4153,Volkswagen,2001,29.0,1.9,1500
4154,Volkswagen,2001,35.0,1.9,1500
4155,Volkswagen,2001,20.0,2.0,1500
4156,Volkswagen,2001,21.0,2.0,1500
4157,Volkswagen,2001,17.0,2.8,1500
4158,Volkswagen,2001,17.0,2.8,1500
4161,Toyota,2016,25.0,2.5,0
4162,Toyota,2016,21.0,3.5,0
4164,Audi,2013,17.0,4.0,35888
4170,Honda,2014,26.0,2.4,17850
4171,Honda,2014,21.0,3.5,17850
4172,Honda,2014,18.0,3.5,17850
4173,Honda,2014,24.0,2.4,17850
4174,Honda,2014,26.0,2.4,17850
4175,Honda,2014,21.0,3.5,17850
4181,Volkswagen,2001,20.0,1.8,1500
4182,Volkswagen,2001,22.0,1.8,1500
4183,Volkswagen,2001,29.0,1.9,1500
4184,Volkswagen,2001,35.0,1.9,1500
4185,Volkswagen,2001,20.0,2.0,1500
4186,Volkswagen,2001,21.0,2.0,1500
4187,Volkswagen,2001,17.0,2.8,1500
4188,Volkswagen,2001,17.0,2.8,1500
4191,Toyota,2016,25.0,2.5,0
4192,Toyota,2016,21.0,3.5,0
4194,Audi,2013,17.0,4.0,35888
4196,Volkswagen,2015,20.0,3.6,17500
4197,Volkswagen,2015,24.0,1.8,17500
4198,Volkswagen,2015,29.0,2.0,17500
4199,Volkswagen,2015,24.0,1.8,17500
4200,Volkswagen,2015,30.0,2.0,17500
4207,Volkswagen,2001,20.0,1.8,1500
4208,Volkswagen,2001,22.0,1.8,1500
4209,Volkswagen,2001,29.0,1.9,1500
4210,Volkswagen,2001,35.0,1.9,1500
4211,Volkswagen,2001,20.0,2.0,1500
4212,Volkswagen,2001,21.0,2.0,1500
4213,Volkswagen,2001,17.0,2.8,1500
4214,Volkswagen,2001,17.0,2.8,1500
4217,Toyota,2016,25.0,2.5,0
4218,Toyota,2016,21.0,3.5,0
4220,Audi,2013,17.0,4.0,35888
4223,Audi,2015,24.0,2.0,19450
4225,Volkswagen,2015,24.0,2.0,12900
4226,Volkswagen,2015,23.0,2.0,12900
4227,Volkswagen,2015,30.0,2.0,12900
4228,Volkswagen,2015,31.0,2.0,12900
4229,Volkswagen,2015,25.0,2.0,12900
4230,Volkswagen,2015,25.0,1.8,12900
4231,Volkswagen,2015,25.0,1.8,12900
4232,Volkswagen,2015,22.0,2.0,12900
4236,Volkswagen,2001,20.0,1.8,1500
4237,Volkswagen,2001,22.0,1.8,1500
4238,Volkswagen,2001,29.0,1.9,1500
4239,Volkswagen,2001,35.0,1.9,1500
4240,Volkswagen,2001,20.0,2.0,1500
4241,Volkswagen,2001,21.0,2.0,1500
4242,Volkswagen,2001,17.0,2.8,1500
4243,Volkswagen,2001,17.0,2.8,1500
4246,Toyota,2016,25.0,2.5,0
4247,Toyota,2016,21.0,3.5,0
4249,Audi,2013,17.0,4.0,35888
4253,Toyota,2017,23.0,2.5,24320
4257,Volkswagen,2001,20.0,1.8,1500
4258,Volkswagen,2001,22.0,1.8,1500
4259,Volkswagen,2001,29.0,1.9,1500
4260,Volkswagen,2001,35.0,1.9,1500
4261,Volkswagen,2001,20.0,2.0,1500
4262,Volkswagen,2001,21.0,2.0,1500
4263,Volkswagen,2001,17.0,2.8,1500
4264,Volkswagen,2001,17.0,2.8,1500
4267,Toyota,2016,25.0,2.5,0
4268,Toyota,2016,21.0,3.5,0
4270,Audi,2013,17.0,4.0,35888
4273,Volkswagen,2012,24.0,2.5,11780
4274,Volkswagen,2012,23.0,2.5,11780
4275,Volkswagen,2012,29.0,2.0,11780
4276,Volkswagen,2012,29.0,2.0,11780
4283,Volkswagen,2001,20.0,1.8,1500
4284,Volkswagen,2001,22.0,1.8,1500
4285,Volkswagen,2001,29.0,1.9,1500
4286,Volkswagen,2001,35.0,1.9,1500
4287,Volkswagen,2001,20.0,2.0,1500
4288,Volkswagen,2001,21.0,2.0,1500
4289,Volkswagen,2001,17.0,2.8,1500
4290,Volkswagen,2001,17.0,2.8,1500
4293,Toyota,2016,25.0,2.5,0
4294,Toyota,2016,21.0,3.5,0
4296,Audi,2013,17.0,4.0,35888
4298,Nissan,2019,28.0,2.5,35646
4305,Volkswagen,2001,20.0,1.8,1500
4306,Volkswagen,2001,22.0,1.8,1500
4307,Volkswagen,2001,29.0,1.9,1500
4308,Volkswagen,2001,35.0,1.9,1500
4309,Volkswagen,2001,20.0,2.0,1500
4310,Volkswagen,2001,21.0,2.0,1500
4311,Volkswagen,2001,17.0,2.8,1500
4312,Volkswagen,2001,17.0,2.8,1500
4315,Toyota,2016,25.0,2.5,0
4316,Toyota,2016,21.0,3.5,0
4318,Audi,2013,17.0,4.0,35888
4329,Volkswagen,2001,20.0,1.8,1500
4330,Volkswagen,2001,22.0,1.8,1500
4331,Volkswagen,2001,29.0,1.9,1500
4332,Volkswagen,2001,35.0,1.9,1500
4333,Volkswagen,2001,20.0,2.0,1500
4334,Volkswagen,2001,21.0,2.0,1500
4335,Volkswagen,2001,17.0,2.8,1500
4336,Volkswagen,2001,17.0,2.8,1500
4339,Toyota,2016,25.0,2.5,0
4340,Toyota,2016,21.0,3.5,0
4342,Audi,2013,17.0,4.0,35888
4343,Hyundai,2014,26.0,1.6,9795
4344,Hyundai,2014,27.0,1.6,9795
4346,Acura,2015,24.0,2.0,16950
4347,Acura,2015,22.0,2.4,16950
4349,Toyota,2017,20.0,2.7,43998
4350,Toyota,2017,20.0,3.5,43998
4356,Volkswagen,2001,20.0,1.8,1500
4357,Volkswagen,2001,22.0,1.8,1500
4358,Volkswagen,2001,29.0,1.9,1500
4359,Volkswagen,2001,35.0,1.9,1500
4360,Volkswagen,2001,20.0,2.0,1500
4361,Volkswagen,2001,21.0,2.0,1500
4362,Volkswagen,2001,17.0,2.8,1500
4363,Volkswagen,2001,17.0,2.8,1500
4366,Toyota,2016,25.0,2.5,0
4367,Toyota,2016,21.0,3.5,0
4369,Audi,2013,17.0,4.0,35888
4372,Toyota,2017,20.0,2.7,41800
4373,Toyota,2017,20.0,3.5,41800
4382,Volkswagen,2001,20.0,1.8,1500
4383,Volkswagen,2001,22.0,1.8,1500
4384,Volkswagen,2001,29.0,1.9,1500
4385,Volkswagen,2001,35.0,1.9,1500
4386,Volkswagen,2001,20.0,2.0,1500
4387,Volkswagen,2001,21.0,2.0,1500
4388,Volkswagen,2001,17.0,2.8,1500
4389,Volkswagen,2001,17.0,2.8,1500
4392,Toyota,2016,25.0,2.5,0
4393,Toyota,2016,21.0,3.5,0
4394,Audi,2017,24.0,2.0,49890
4395,Ford,2015,17.0,3.7,34000
4396,Ford,2015,19.0,3.7,34000
4397,Ford,2015,15.0,5.0,34000
4398,Ford,2015,22.0,2.3,34000
4399,Ford,2015,21.0,2.3,34000
4400,Ford,2015,16.0,5.0,34000
4408,Volkswagen,2001,20.0,1.8,1500
4409,Volkswagen,2001,22.0,1.8,1500
4410,Volkswagen,2001,29.0,1.9,1500
4411,Volkswagen,2001,35.0,1.9,1500
4412,Volkswagen,2001,20.0,2.0,1500
4413,Volkswagen,2001,21.0,2.0,1500
4414,Volkswagen,2001,17.0,2.8,1500
4415,Volkswagen,2001,17.0,2.8,1500
4418,Toyota,2016,25.0,2.5,0
4419,Toyota,2016,21.0,3.5,0
4422,Toyota,2014,23.0,2.5,14950
4424,Hyundai,2013,28.0,1.6,7995
4425,Hyundai,2013,27.0,1.6,7995
4426,Hyundai,2013,24.0,1.6,7995
4427,Hyundai,2013,24.0,1.6,7995
4434,Volkswagen,2001,20.0,1.8,1500
4435,Volkswagen,2001,22.0,1.8,1500
4436,Volkswagen,2001,29.0,1.9,1500
4437,Volkswagen,2001,35.0,1.9,1500
4438,Volkswagen,2001,20.0,2.0,1500
4439,Volkswagen,2001,21.0,2.0,1500
4440,Volkswagen,2001,17.0,2.8,1500
4441,Volkswagen,2001,17.0,2.8,1500
4444,Toyota,2016,25.0,2.5,0
4445,Toyota,2016,21.0,3.5,0
4448,Volkswagen,2015,24.0,2.0,11750
4449,Volkswagen,2015,23.0,2.0,11750
4450,Volkswagen,2015,30.0,2.0,11750
4451,Volkswagen,2015,31.0,2.0,11750
4452,Volkswagen,2015,25.0,2.0,11750
4453,Volkswagen,2015,25.0,1.8,11750
4454,Volkswagen,2015,25.0,1.8,11750
4455,Volkswagen,2015,22.0,2.0,11750
4457,Chevrolet,2014,27.0,2.0,10450
4458,Chevrolet,2014,26.0,1.4,10450
4459,Chevrolet,2014,25.0,1.8,10450
4460,Chevrolet,2014,22.0,1.8,10450
4461,Chevrolet,2014,26.0,1.4,10450
4462,Volkswagen,2010,21.0,2.0,6000
4463,Volkswagen,2010,22.0,2.5,6000
4464,Volkswagen,2010,23.0,2.5,6000
4465,Volkswagen,2010,24.0,2.0,6000
4466,Volkswagen,2010,29.0,2.0,6000
4467,Volkswagen,2010,29.0,2.0,6000
4474,Volkswagen,2001,20.0,1.8,1500
4475,Volkswagen,2001,22.0,1.8,1500
4476,Volkswagen,2001,29.0,1.9,1500
4477,Volkswagen,2001,35.0,1.9,1500
4478,Volkswagen,2001,20.0,2.0,1500
4479,Volkswagen,2001,21.0,2.0,1500
4480,Volkswagen,2001,17.0,2.8,1500
4481,Volkswagen,2001,17.0,2.8,1500
4487,Volkswagen,2008,22.0,2.0,4800
4488,Volkswagen,2008,20.0,2.0,4800
4489,Volkswagen,2008,21.0,2.5,4800
4490,Volkswagen,2008,21.0,2.5,4800
4491,Volkswagen,2010,21.0,2.0,6000
4492,Volkswagen,2010,22.0,2.5,6000
4493,Volkswagen,2010,23.0,2.5,6000
4494,Volkswagen,2010,24.0,2.0,6000
4495,Volkswagen,2010,29.0,2.0,6000
4496,Volkswagen,2010,29.0,2.0,6000
4503,Volkswagen,2001,20.0,1.8,1500
4504,Volkswagen,2001,22.0,1.8,1500
4505,Volkswagen,2001,29.0,1.9,1500
4506,Volkswagen,2001,35.0,1.9,1500
4507,Volkswagen,2001,20.0,2.0,1500
4508,Volkswagen,2001,21.0,2.0,1500
4509,Volkswagen,2001,17.0,2.8,1500
4510,Volkswagen,2001,17.0,2.8,1500
4513,Volkswagen,2008,22.0,2.0,4800
4514,Volkswagen,2008,20.0,2.0,4800
4515,Volkswagen,2008,21.0,2.5,4800
4516,Volkswagen,2008,21.0,2.5,4800
4517,Volkswagen,2010,21.0,2.0,6000
4518,Volkswagen,2010,22.0,2.5,6000
4519,Volkswagen,2010,23.0,2.5,6000
4520,Volkswagen,2010,24.0,2.0,6000
4521,Volkswagen,2010,29.0,2.0,6000
4522,Volkswagen,2010,29.0,2.0,6000
4529,Volkswagen,2001,20.0,1.8,1500
4530,Volkswagen,2001,22.0,1.8,1500
4531,Volkswagen,2001,29.0,1.9,1500
4532,Volkswagen,2001,35.0,1.9,1500
4533,Volkswagen,2001,20.0,2.0,1500
4534,Volkswagen,2001,21.0,2.0,1500
4535,Volkswagen,2001,17.0,2.8,1500
4536,Volkswagen,2001,17.0,2.8,1500
4537,Honda,2015,29.0,1.8,14980
4538,Honda,2015,29.0,1.8,14980
4539,Honda,2015,28.0,1.8,14980
4540,Honda,2015,22.0,2.4,14980
4541,Hyundai,2017,25.0,2.4,30028
4542,Hyundai,2017,28.0,1.6,30028
4543,Hyundai,2017,22.0,2.0,30028
4545,Nissan,2015,27.0,1.8,13999
4546,Nissan,2015,29.0,1.8,13999
4547,Volkswagen,2008,22.0,2.0,4800
4548,Volkswagen,2008,20.0,2.0,4800
4549,Volkswagen,2008,21.0,2.5,4800
4550,Volkswagen,2008,21.0,2.5,4800
4551,Volkswagen,2010,21.0,2.0,6000
4552,Volkswagen,2010,22.0,2.5,6000
4553,Volkswagen,2010,23.0,2.5,6000
4554,Volkswagen,2010,24.0,2.0,6000
4555,Volkswagen,2010,29.0,2.0,6000
4556,Volkswagen,2010,29.0,2.0,6000
4563,Volkswagen,2001,20.0,1.8,1500
4564,Volkswagen,2001,22.0,1.8,1500
4565,Volkswagen,2001,29.0,1.9,1500
4566,Volkswagen,2001,35.0,1.9,1500
4567,Volkswagen,2001,20.0,2.0,1500
4568,Volkswagen,2001,21.0,2.0,1500
4569,Volkswagen,2001,17.0,2.8,1500
4570,Volkswagen,2001,17.0,2.8,1500
4574,Volkswagen,2008,22.0,2.0,4800
4575,Volkswagen,2008,20.0,2.0,4800
4576,Volkswagen,2008,21.0,2.5,4800
4577,Volkswagen,2008,21.0,2.5,4800
4578,Volkswagen,2010,21.0,2.0,6000
4579,Volkswagen,2010,22.0,2.5,6000
4580,Volkswagen,2010,23.0,2.5,6000
4581,Volkswagen,2010,24.0,2.0,6000
4582,Volkswagen,2010,29.0,2.0,6000
4583,Volkswagen,2010,29.0,2.0,6000
4590,Volkswagen,2001,20.0,1.8,1500
4591,Volkswagen,2001,22.0,1.8,1500
4592,Volkswagen,2001,29.0,1.9,1500
4593,Volkswagen,2001,35.0,1.9,1500
4594,Volkswagen,2001,20.0,2.0,1500
4595,Volkswagen,2001,21.0,2.0,1500
4596,Volkswagen,2001,17.0,2.8,1500
4597,Volkswagen,2001,17.0,2.8,1500
4600,Volkswagen,2008,22.0,2.0,4800
4601,Volkswagen,2008,20.0,2.0,4800
4602,Volkswagen,2008,21.0,2.5,4800
4603,Volkswagen,2008,21.0,2.5,4800
4604,Volkswagen,2010,21.0,2.0,6000
4605,Volkswagen,2010,22.0,2.5,6000
4606,Volkswagen,2010,23.0,2.5,6000
4607,Volkswagen,2010,24.0,2.0,6000
4608,Volkswagen,2010,29.0,2.0,6000
4609,Volkswagen,2010,29.0,2.0,6000
4616,Volkswagen,2001,20.0,1.8,1500
4617,Volkswagen,2001,22.0,1.8,1500
4618,Volkswagen,2001,29.0,1.9,1500
4619,Volkswagen,2001,35.0,1.9,1500
4620,Volkswagen,2001,20.0,2.0,1500
4621,Volkswagen,2001,21.0,2.0,1500
4622,Volkswagen,2001,17.0,2.8,1500
4623,Volkswagen,2001,17.0,2.8,1500
4625,Jaguar,2009,16.0,4.2,10800
4626,Volkswagen,2008,22.0,2.0,4800
4627,Volkswagen,2008,20.0,2.0,4800
4628,Volkswagen,2008,21.0,2.5,4800
4629,Volkswagen,2008,21.0,2.5,4800
4630,Volkswagen,2010,21.0,2.0,6000
4631,Volkswagen,2010,22.0,2.5,6000
4632,Volkswagen,2010,23.0,2.5,6000
4633,Volkswagen,2010,24.0,2.0,6000
4634,Volkswagen,2010,29.0,2.0,6000
4635,Volkswagen,2010,29.0,2.0,6000
4644,Volkswagen,2008,22.0,2.0,4800
4645,Volkswagen,2008,20.0,2.0,4800
4646,Volkswagen,2008,21.0,2.5,4800
4647,Volkswagen,2008,21.0,2.5,4800
4648,Volkswagen,2010,21.0,2.0,6000
4649,Volkswagen,2010,22.0,2.5,6000
4650,Volkswagen,2010,23.0,2.5,6000
4651,Volkswagen,2010,24.0,2.0,6000
4652,Volkswagen,2010,29.0,2.0,6000
4653,Volkswagen,2010,29.0,2.0,6000
4664,Volkswagen,2008,22.0,2.0,4800
4665,Volkswagen,2008,20.0,2.0,4800
4666,Volkswagen,2008,21.0,2.5,4800
4667,Volkswagen,2008,21.0,2.5,4800
4668,Volkswagen,2010,21.0,2.0,6000
4669,Volkswagen,2010,22.0,2.5,6000
4670,Volkswagen,2010,23.0,2.5,6000
4671,Volkswagen,2010,24.0,2.0,6000
4672,Volkswagen,2010,29.0,2.0,6000
4673,Volkswagen,2010,29.0,2.0,6000
4679,Porsche,2013,17.0,3.6,39800
4680,Porsche,2013,15.0,3.6,39800
4681,Dodge,2019,17.0,3.6,37655
4682,Dodge,2019,17.0,3.6,37655
4683,Honda,2014,26.0,2.4,16950
4684,Honda,2014,21.0,3.5,16950
4685,Honda,2014,18.0,3.5,16950
4686,Honda,2014,24.0,2.4,16950
4687,Honda,2014,26.0,2.4,16950
4688,Honda,2014,21.0,3.5,16950
4689,Volkswagen,2015,24.0,2.0,15990
