,brand,Year,mpg,Displacement,list_price
1,Volkswagen,2013,18.0,2.0,11450
2,Volkswagen,2013,21.0,2.0,11450
5,Honda,2015,18.0,3.5,15499
6,Honda,2015,21.0,3.5,15499
7,Honda,2015,21.0,3.5,15499
8,Honda,2015,23.0,2.4,15499
9,Honda,2015,27.0,2.4,15499
10,Honda,2015,26.0,2.4,15499
13,Chevrolet,2017,27.0,1.5,19999
14,Chevrolet,2017,22.0,2.0,19999
16,Porsche,2013,17.0,3.6,0
17,Porsche,2013,15.0,3.6,0
18,Toyota,2006,26.0,1.8,2600
19,Toyota,2006,28.0,1.8,2600
20,Toyota,2006,22.0,1.8,2600
22,Cadillac,2001,15.0,4.6,1000
27,Toyota,2014,23.0,2.5,15950
31,Chevrolet,2017,27.0,1.5,19999
32,Chevrolet,2017,22.0,2.0,19999
34,Porsche,2013,17.0,3.6,0
35,Porsche,2013,15.0,3.6,0
36,Toyota,2006,26.0,1.8,2600
37,Toyota,2006,28.0,1.8,2600
38,Toyota,2006,22.0,1.8,2600
40,Cadillac,2001,15.0,4.6,1000
41,Honda,2014,26.0,2.4,16950
42,Honda,2014,21.0,3.5,16950
43,Honda,2014,18.0,3.5,16950
44,Honda,2014,24.0,2.4,16950
45,Honda,2014,26.0,2.4,16950
46,Honda,2014,21.0,3.5,16950
48,Porsche,2013,17.0,3.6,53988
49,Porsche,2013,15.0,3.6,53988
50,Audi,2012,18.0,3.0,21800
51,Audi,2012,18.0,3.0,21800
55,Chevrolet,2017,27.0,1.5,19999
56,Chevrolet,2017,22.0,2.0,19999
58,Porsche,2013,17.0,3.6,0
59,Porsche,2013,15.0,3.6,0
60,Toyota,2006,26.0,1.8,2600
61,Toyota,2006,28.0,1.8,2600
62,Toyota,2006,22.0,1.8,2600
64,Cadillac,2001,15.0,4.6,1000
65,Toyota,2008,29.0,1.5,4995
66,Toyota,2008,29.0,1.5,4995
67,Volkswagen,2015,24.0,2.0,9500
68,Volkswagen,2015,23.0,2.0,9500
69,Volkswagen,2015,30.0,2.0,9500
70,Volkswagen,2015,31.0,2.0,9500
71,Volkswagen,2015,25.0,2.0,9500
72,Volkswagen,2015,25.0,1.8,9500
73,Volkswagen,2015,25.0,1.8,9500
74,Volkswagen,2015,22.0,2.0,9500
78,Chevrolet,2017,27.0,1.5,19999
79,Chevrolet,2017,22.0,2.0,19999
81,Porsche,2013,17.0,3.6,0
82,Porsche,2013,15.0,3.6,0
83,Toyota,2006,26.0,1.8,2600
84,Toyota,2006,28.0,1.8,2600
85,Toyota,2006,22.0,1.8,2600
87,Cadillac,2001,15.0,4.6,1000
88,Hyundai,2017,28.0,2.0,14850
89,Hyundai,2017,26.0,2.0,14850
90,Hyundai,2017,32.0,1.4,14850
91,Hyundai,2017,26.0,1.6,14850
92,Hyundai,2017,22.0,1.6,14850
95,Volkswagen,2015,20.0,3.6,15950
96,Volkswagen,2015,24.0,1.8,15950
97,Volkswagen,2015,29.0,2.0,15950
98,Volkswagen,2015,24.0,1.8,15950
99,Volkswagen,2015,30.0,2.0,15950
102,Chevrolet,2017,27.0,1.5,19999
103,Chevrolet,2017,22.0,2.0,19999
105,Porsche,2013,17.0,3.6,0
106,Porsche,2013,15.0,3.6,0
107,Toyota,2006,26.0,1.8,2600
108,Toyota,2006,28.0,1.8,2600
109,Toyota,2006,22.0,1.8,2600
111,Cadillac,2001,15.0,4.6,1000
112,Honda,2015,18.0,3.5,17500
113,Honda,2015,21.0,3.5,17500
114,Honda,2015,21.0,3.5,17500
115,Honda,2015,23.0,2.4,17500
116,Honda,2015,27.0,2.4,17500
117,Honda,2015,26.0,2.4,17500
118,Honda,2015,29.0,1.8,13980
119,Honda,2015,29.0,1.8,13980
120,Honda,2015,28.0,1.8,13980
121,Honda,2015,22.0,2.4,13980
126,Chevrolet,2017,27.0,1.5,19999
127,Chevrolet,2017,22.0,2.0,19999
129,Porsche,2013,17.0,3.6,0
130,Porsche,2013,15.0,3.6,0
131,Toyota,2006,26.0,1.8,2600
132,Toyota,2006,28.0,1.8,2600
133,Toyota,2006,22.0,1.8,2600
135,Cadillac,2001,15.0,4.6,1000
139,Audi,2016,24.0,2.0,36388
143,Chevrolet,2017,27.0,1.5,19999
144,Chevrolet,2017,22.0,2.0,19999
146,Porsche,2013,17.0,3.6,0
147,Porsche,2013,15.0,3.6,0
148,Toyota,2006,26.0,1.8,2600
149,Toyota,2006,28.0,1.8,2600
150,Toyota,2006,22.0,1.8,2600
152,Cadillac,2001,15.0,4.6,1000
153,Acura,2015,24.0,2.0,16450
154,Acura,2015,22.0,2.4,16450
155,Volkswagen,2017,25.0,1.8,34950
156,Volkswagen,2017,25.0,1.8,34950
161,Chevrolet,2017,27.0,1.5,19999
162,Chevrolet,2017,22.0,2.0,19999
164,Porsche,2013,17.0,3.6,0
165,Porsche,2013,15.0,3.6,0
166,Toyota,2006,26.0,1.8,2600
167,Toyota,2006,28.0,1.8,2600
168,Toyota,2006,22.0,1.8,2600
170,Cadillac,2001,15.0,4.6,1000
171,Toyota,2017,27.0,1.8,14999
172,Toyota,2017,28.0,1.8,14999
173,Toyota,2017,28.0,1.8,14999
175,Volkswagen,2015,21.0,2.0,14990
180,Chevrolet,2017,27.0,1.5,19999
181,Chevrolet,2017,22.0,2.0,19999
183,Porsche,2013,17.0,3.6,0
184,Porsche,2013,15.0,3.6,0
185,Toyota,2006,26.0,1.8,2600
186,Toyota,2006,28.0,1.8,2600
187,Toyota,2006,22.0,1.8,2600
189,Cadillac,2001,15.0,4.6,1000
192,Audi,2014,18.0,3.0,29800
193,Audi,2014,20.0,2.0,29800
194,Audi,2014,23.0,3.0,29800
199,Chevrolet,2017,27.0,1.5,19999
200,Chevrolet,2017,22.0,2.0,19999
202,Porsche,2013,17.0,3.6,0
203,Porsche,2013,15.0,3.6,0
204,Toyota,2006,26.0,1.8,2600
205,Toyota,2006,28.0,1.8,2600
206,Toyota,2006,22.0,1.8,2600
208,Cadillac,2001,15.0,4.6,1000
210,Volkswagen,2016,25.0,1.8,13250
211,Volkswagen,2016,24.0,2.0,13250
212,Volkswagen,2016,23.0,2.0,13250
213,Volkswagen,2016,25.0,1.8,13250
214,Volkswagen,2016,28.0,1.4,13250
215,Volkswagen,2016,28.0,1.4,13250
216,Honda,2017,18.0,3.5,21588
217,Honda,2017,21.0,3.5,21588
218,Honda,2017,21.0,3.5,21588
219,Honda,2017,23.0,2.4,21588
220,Honda,2017,27.0,2.4,21588
221,Honda,2017,26.0,2.4,21588
225,Chevrolet,2017,27.0,1.5,19999
226,Chevrolet,2017,22.0,2.0,19999
228,Porsche,2013,17.0,3.6,0
229,Porsche,2013,15.0,3.6,0
230,Toyota,2006,26.0,1.8,2600
231,Toyota,2006,28.0,1.8,2600
232,Toyota,2006,22.0,1.8,2600
234,Volkswagen,2015,24.0,2.0,12500
235,Volkswagen,2015,23.0,2.0,12500
236,Volkswagen,2015,30.0,2.0,12500
237,Volkswagen,2015,31.0,2.0,12500
238,Volkswagen,2015,25.0,2.0,12500
239,Volkswagen,2015,25.0,1.8,12500
240,Volkswagen,2015,25.0,1.8,12500
241,Volkswagen,2015,22.0,2.0,12500
243,Hyundai,2011,27.0,1.6,3250
244,Hyundai,2011,27.0,1.6,3250
250,Chevrolet,2017,27.0,1.5,19999
251,Chevrolet,2017,22.0,2.0,19999
253,Porsche,2013,17.0,3.6,0
254,Porsche,2013,15.0,3.6,0
255,Toyota,2006,26.0,1.8,2600
256,Toyota,2006,28.0,1.8,2600
257,Toyota,2006,22.0,1.8,2600
259,Porsche,2013,17.0,3.6,39800
260,Porsche,2013,15.0,3.6,39800
271,Chevrolet,2017,27.0,1.5,19999
272,Chevrolet,2017,22.0,2.0,19999
274,Porsche,2013,17.0,3.6,0
275,Porsche,2013,15.0,3.6,0
276,Toyota,2006,26.0,1.8,2600
277,Toyota,2006,28.0,1.8,2600
278,Toyota,2006,22.0,1.8,2600
281,Toyota,2016,23.0,2.5,25995
282,Nissan,2015,27.0,1.8,11950
283,Nissan,2015,29.0,1.8,11950
284,Toyota,2012,21.0,2.7,0
285,Toyota,2012,19.0,3.5,0
288,Honda,2015,18.0,3.5,16999
289,Honda,2015,21.0,3.5,16999
290,Honda,2015,21.0,3.5,16999
291,Honda,2015,23.0,2.4,16999
292,Honda,2015,27.0,2.4,16999
293,Honda,2015,26.0,2.4,16999
298,Chevrolet,2017,27.0,1.5,19999
299,Chevrolet,2017,22.0,2.0,19999
301,Porsche,2013,17.0,3.6,0
302,Porsche,2013,15.0,3.6,0
306,Chevrolet,2018,29.0,1.4,16988
307,Chevrolet,2018,27.0,1.4,16988
308,Chevrolet,2018,31.0,1.6,16988
309,Chevrolet,2018,30.0,1.6,16988
310,Toyota,2012,21.0,2.7,0
311,Toyota,2012,19.0,3.5,0
312,Honda,2013,27.0,1.5,11350
313,Honda,2013,28.0,1.5,11350
314,Honda,2013,27.0,1.5,11350
320,Honda,2015,18.0,3.5,16999
321,Honda,2015,21.0,3.5,16999
322,Honda,2015,21.0,3.5,16999
323,Honda,2015,23.0,2.4,16999
324,Honda,2015,27.0,2.4,16999
325,Honda,2015,26.0,2.4,16999
330,Chevrolet,2017,27.0,1.5,19999
331,Chevrolet,2017,22.0,2.0,19999
333,Porsche,2013,17.0,3.6,0
334,Porsche,2013,15.0,3.6,0
335,Chevrolet,2016,22.0,2.0,12950
336,Chevrolet,2016,27.0,1.5,12950
337,Toyota,2014,27.0,1.8,13995
338,Toyota,2014,29.0,1.8,13995
339,Toyota,2014,29.0,1.8,13995
340,Toyota,2014,28.0,1.8,13995
342,Toyota,2012,21.0,2.7,0
343,Toyota,2012,19.0,3.5,0
344,Honda,2013,27.0,1.5,11350
345,Honda,2013,28.0,1.5,11350
346,Honda,2013,27.0,1.5,11350
352,Honda,2015,18.0,3.5,16999
353,Honda,2015,21.0,3.5,16999
354,Honda,2015,21.0,3.5,16999
355,Honda,2015,23.0,2.4,16999
356,Honda,2015,27.0,2.4,16999
357,Honda,2015,26.0,2.4,16999
362,Chevrolet,2017,27.0,1.5,19999
363,Chevrolet,2017,22.0,2.0,19999
365,Porsche,2013,17.0,3.6,0
366,Porsche,2013,15.0,3.6,0
367,Volkswagen,2015,24.0,2.0,13750
368,Volkswagen,2015,23.0,2.0,13750
369,Volkswagen,2015,30.0,2.0,13750
370,Volkswagen,2015,31.0,2.0,13750
371,Volkswagen,2015,25.0,2.0,13750
372,Volkswagen,2015,25.0,1.8,13750
373,Volkswagen,2015,25.0,1.8,13750
374,Volkswagen,2015,22.0,2.0,13750
377,Toyota,2012,21.0,2.7,0
378,Toyota,2012,19.0,3.5,0
379,Honda,2013,27.0,1.5,11350
380,Honda,2013,28.0,1.5,11350
381,Honda,2013,27.0,1.5,11350
387,Honda,2015,18.0,3.5,16999
388,Honda,2015,21.0,3.5,16999
389,Honda,2015,21.0,3.5,16999
390,Honda,2015,23.0,2.4,16999
391,Honda,2015,27.0,2.4,16999
392,Honda,2015,26.0,2.4,16999
397,Chevrolet,2017,27.0,1.5,19999
398,Chevrolet,2017,22.0,2.0,19999
400,Porsche,2013,17.0,3.6,0
401,Porsche,2013,15.0,3.6,0
402,Maserati,2009,12.0,4.2,29800
406,Toyota,2012,21.0,2.7,0
407,Toyota,2012,19.0,3.5,0
408,Honda,2013,27.0,1.5,11350
409,Honda,2013,28.0,1.5,11350
410,Honda,2013,27.0,1.5,11350
416,Honda,2015,18.0,3.5,16999
417,Honda,2015,21.0,3.5,16999
418,Honda,2015,21.0,3.5,16999
419,Honda,2015,23.0,2.4,16999
420,Honda,2015,27.0,2.4,16999
421,Honda,2015,26.0,2.4,16999
426,Chevrolet,2017,27.0,1.5,19999
427,Chevrolet,2017,22.0,2.0,19999
429,Porsche,2013,17.0,3.6,0
430,Porsche,2013,15.0,3.6,0
431,BMW,2013,15.0,4.4,40000
432,BMW,2013,14.0,4.4,40000
433,Dodge,2019,17.0,3.6,34735
434,Dodge,2019,17.0,3.6,34735
435,Ford,2017,21.0,2.3,21999
436,Ford,2017,21.0,2.3,21999
437,Ford,2017,18.0,3.7,21999
438,Ford,2017,18.0,3.7,21999
439,Ford,2017,15.0,5.0,21999
440,Ford,2017,15.0,5.0,21999
442,Volkswagen,2016,25.0,1.8,13250
443,Volkswagen,2016,24.0,2.0,13250
444,Volkswagen,2016,23.0,2.0,13250
445,Volkswagen,2016,25.0,1.8,13250
446,Volkswagen,2016,28.0,1.4,13250
447,Volkswagen,2016,28.0,1.4,13250
448,Toyota,2012,21.0,2.7,0
449,Toyota,2012,19.0,3.5,0
450,Honda,2013,27.0,1.5,11350
451,Honda,2013,28.0,1.5,11350
452,Honda,2013,27.0,1.5,11350
458,Honda,2015,18.0,3.5,16999
459,Honda,2015,21.0,3.5,16999
460,Honda,2015,21.0,3.5,16999
461,Honda,2015,23.0,2.4,16999
462,Honda,2015,27.0,2.4,16999
463,Honda,2015,26.0,2.4,16999
468,Chevrolet,2017,27.0,1.5,19999
469,Chevrolet,2017,22.0,2.0,19999
471,Porsche,2013,17.0,3.6,0
472,Porsche,2013,15.0,3.6,0
473,Jaguar,2009,16.0,4.2,10500
474,Honda,2015,29.0,1.8,14980
475,Honda,2015,29.0,1.8,14980
476,Honda,2015,28.0,1.8,14980
477,Honda,2015,22.0,2.4,14980
478,Toyota,2015,25.0,2.5,17000
479,Toyota,2015,21.0,3.5,17000
482,Toyota,2012,21.0,2.7,0
483,Toyota,2012,19.0,3.5,0
484,Honda,2013,27.0,1.5,11350
485,Honda,2013,28.0,1.5,11350
486,Honda,2013,27.0,1.5,11350
491,Honda,2015,18.0,3.5,16999
492,Honda,2015,21.0,3.5,16999
493,Honda,2015,21.0,3.5,16999
494,Honda,2015,23.0,2.4,16999
495,Honda,2015,27.0,2.4,16999
496,Honda,2015,26.0,2.4,16999
501,Chevrolet,2017,27.0,1.5,19999
502,Chevrolet,2017,22.0,2.0,19999
507,Lexus,2016,43.0,1.8,24950
509,Toyota,2012,21.0,2.7,0
510,Toyota,2012,19.0,3.5,0
511,Honda,2013,27.0,1.5,11350
512,Honda,2013,28.0,1.5,11350
513,Honda,2013,27.0,1.5,11350
519,Honda,2015,18.0,3.5,16999
520,Honda,2015,21.0,3.5,16999
521,Honda,2015,21.0,3.5,16999
522,Honda,2015,23.0,2.4,16999
523,Honda,2015,27.0,2.4,16999
524,Honda,2015,26.0,2.4,16999
529,Chevrolet,2017,27.0,1.5,19999
530,Chevrolet,2017,22.0,2.0,19999
531,Chevrolet,2014,27.0,2.0,10450
532,Chevrolet,2014,26.0,1.4,10450
533,Chevrolet,2014,25.0,1.8,10450
534,Chevrolet,2014,22.0,1.8,10450
535,Chevrolet,2014,26.0,1.4,10450
537,Porsche,2011,16.0,3.6,29800
538,Porsche,2011,15.0,3.6,29800
540,Volkswagen,2015,24.0,2.0,12900
541,Volkswagen,2015,23.0,2.0,12900
542,Volkswagen,2015,30.0,2.0,12900
543,Volkswagen,2015,31.0,2.0,12900
544,Volkswagen,2015,25.0,2.0,12900
545,Volkswagen,2015,25.0,1.8,12900
546,Volkswagen,2015,25.0,1.8,12900
547,Volkswagen,2015,22.0,2.0,12900
549,Toyota,2012,21.0,2.7,0
550,Toyota,2012,19.0,3.5,0
551,Honda,2013,27.0,1.5,11350
552,Honda,2013,28.0,1.5,11350
553,Honda,2013,27.0,1.5,11350
559,Honda,2015,18.0,3.5,16999
560,Honda,2015,21.0,3.5,16999
561,Honda,2015,21.0,3.5,16999
562,Honda,2015,23.0,2.4,16999
563,Honda,2015,27.0,2.4,16999
564,Honda,2015,26.0,2.4,16999
569,Chevrolet,2017,27.0,1.5,19999
570,Chevrolet,2017,22.0,2.0,19999
572,Audi,2015,19.0,3.0,33899
573,Audi,2015,16.0,3.0,33899
575,Nissan,2010,26.0,1.6,4900
576,Nissan,2010,26.0,1.6,4900
577,Nissan,2010,24.0,1.8,4900
578,Nissan,2010,28.0,1.8,4900
579,Nissan,2010,26.0,1.8,4900
582,Toyota,2012,21.0,2.7,0
583,Toyota,2012,19.0,3.5,0
584,Honda,2013,27.0,1.5,11350
585,Honda,2013,28.0,1.5,11350
586,Honda,2013,27.0,1.5,11350
592,Honda,2015,18.0,3.5,16999
593,Honda,2015,21.0,3.5,16999
594,Honda,2015,21.0,3.5,16999
595,Honda,2015,23.0,2.4,16999
596,Honda,2015,27.0,2.4,16999
597,Honda,2015,26.0,2.4,16999
601,Volkswagen,2015,20.0,3.6,16990
602,Volkswagen,2015,24.0,1.8,16990
603,Volkswagen,2015,29.0,2.0,16990
604,Volkswagen,2015,24.0,1.8,16990
605,Volkswagen,2015,30.0,2.0,16990
608,Volkswagen,2015,20.0,3.6,17990
609,Volkswagen,2015,24.0,1.8,17990
610,Volkswagen,2015,29.0,2.0,17990
611,Volkswagen,2015,24.0,1.8,17990
612,Volkswagen,2015,30.0,2.0,17990
615,Toyota,2012,21.0,2.7,0
616,Toyota,2012,19.0,3.5,0
617,Honda,2013,27.0,1.5,11350
618,Honda,2013,28.0,1.5,11350
619,Honda,2013,27.0,1.5,11350
625,Honda,2015,18.0,3.5,16999
626,Honda,2015,21.0,3.5,16999
627,Honda,2015,21.0,3.5,16999
628,Honda,2015,23.0,2.4,16999
629,Honda,2015,27.0,2.4,16999
630,Honda,2015,26.0,2.4,16999
639,Toyota,2012,21.0,2.7,0
640,Toyota,2012,19.0,3.5,0
641,Honda,2013,27.0,1.5,11350
642,Honda,2013,28.0,1.5,11350
643,Honda,2013,27.0,1.5,11350
649,Honda,2015,18.0,3.5,16999
650,Honda,2015,21.0,3.5,16999
651,Honda,2015,21.0,3.5,16999
652,Honda,2015,23.0,2.4,16999
653,Honda,2015,27.0,2.4,16999
654,Honda,2015,26.0,2.4,16999
660,Toyota,2017,20.0,2.7,29950
661,Toyota,2017,20.0,3.5,29950
665,Toyota,2012,21.0,2.7,0
666,Toyota,2012,19.0,3.5,0
667,Honda,2013,27.0,1.5,11350
668,Honda,2013,28.0,1.5,11350
669,Honda,2013,27.0,1.5,11350
675,Honda,2015,18.0,3.5,16999
676,Honda,2015,21.0,3.5,16999
677,Honda,2015,21.0,3.5,16999
678,Honda,2015,23.0,2.4,16999
679,Honda,2015,27.0,2.4,16999
680,Honda,2015,26.0,2.4,16999
684,Volkswagen,2015,24.0,2.0,12750
685,Volkswagen,2015,23.0,2.0,12750
686,Volkswagen,2015,30.0,2.0,12750
687,Volkswagen,2015,31.0,2.0,12750
688,Volkswagen,2015,25.0,2.0,12750
689,Volkswagen,2015,25.0,1.8,12750
690,Volkswagen,2015,25.0,1.8,12750
691,Volkswagen,2015,22.0,2.0,12750
692,Buick,2012,21.0,2.4,10988
695,Toyota,2012,21.0,2.7,0
696,Toyota,2012,19.0,3.5,0
697,Honda,2013,27.0,1.5,11350
698,Honda,2013,28.0,1.5,11350
699,Honda,2013,27.0,1.5,11350
705,Honda,2015,18.0,3.5,16999
706,Honda,2015,21.0,3.5,16999
707,Honda,2015,21.0,3.5,16999
708,Honda,2015,23.0,2.4,16999
709,Honda,2015,27.0,2.4,16999
710,Honda,2015,26.0,2.4,16999
713,Nissan,2013,27.0,1.8,6495
714,Nissan,2013,30.0,1.8,6495
715,Nissan,2013,29.0,1.8,6495
716,Nissan,2015,27.0,1.8,13999
717,Nissan,2015,29.0,1.8,13999
719,Dodge,2016,17.0,3.6,27995
720,Dodge,2016,17.0,3.6,27995
723,Toyota,2012,21.0,2.7,0
724,Toyota,2012,19.0,3.5,0
725,Honda,2013,27.0,1.5,11350
726,Honda,2013,28.0,1.5,11350
727,Honda,2013,27.0,1.5,11350
733,Honda,2015,18.0,3.5,16999
734,Honda,2015,21.0,3.5,16999
735,Honda,2015,21.0,3.5,16999
736,Honda,2015,23.0,2.4,16999
737,Honda,2015,27.0,2.4,16999
738,Honda,2015,26.0,2.4,16999
743,Toyota,2017,27.0,1.8,14999
744,Toyota,2017,28.0,1.8,14999
745,Toyota,2017,28.0,1.8,14999
746,Maserati,2010,11.0,4.7,37800
747,Maserati,2010,11.0,4.2,37800
748,Honda,2015,18.0,3.5,17999
749,Honda,2015,21.0,3.5,17999
750,Honda,2015,21.0,3.5,17999
751,Honda,2015,23.0,2.4,17999
752,Honda,2015,27.0,2.4,17999
753,Honda,2015,26.0,2.4,17999
757,Toyota,2012,21.0,2.7,0
758,Toyota,2012,19.0,3.5,0
759,Honda,2013,27.0,1.5,11350
760,Honda,2013,28.0,1.5,11350
761,Honda,2013,27.0,1.5,11350
767,Honda,2015,18.0,3.5,16999
768,Honda,2015,21.0,3.5,16999
769,Honda,2015,21.0,3.5,16999
770,Honda,2015,23.0,2.4,16999
771,Honda,2015,27.0,2.4,16999
772,Honda,2015,26.0,2.4,16999
775,Cadillac,2016,17.0,3.6,29748
779,Honda,2015,18.0,3.5,17999
780,Honda,2015,21.0,3.5,17999
781,Honda,2015,21.0,3.5,17999
782,Honda,2015,23.0,2.4,17999
783,Honda,2015,27.0,2.4,17999
784,Honda,2015,26.0,2.4,17999
788,Toyota,2012,21.0,2.7,0
789,Toyota,2012,19.0,3.5,0
790,Honda,2013,27.0,1.5,11350
791,Honda,2013,28.0,1.5,11350
792,Honda,2013,27.0,1.5,11350
798,Honda,2015,18.0,3.5,16999
799,Honda,2015,21.0,3.5,16999
800,Honda,2015,21.0,3.5,16999
801,Honda,2015,23.0,2.4,16999
802,Honda,2015,27.0,2.4,16999
803,Honda,2015,26.0,2.4,16999
807,Honda,2016,19.0,3.5,29900
810,Honda,2013,22.0,2.4,14450
811,Honda,2013,28.0,1.8,14450
812,Honda,2013,28.0,1.8,14450
813,Honda,2015,18.0,3.5,17999
814,Honda,2015,21.0,3.5,17999
815,Honda,2015,21.0,3.5,17999
816,Honda,2015,23.0,2.4,17999
817,Honda,2015,27.0,2.4,17999
818,Honda,2015,26.0,2.4,17999
822,Toyota,2012,21.0,2.7,0
823,Toyota,2012,19.0,3.5,0
824,Honda,2013,27.0,1.5,11350
825,Honda,2013,28.0,1.5,11350
826,Honda,2013,27.0,1.5,11350
832,Honda,2015,18.0,3.5,16999
833,Honda,2015,21.0,3.5,16999
834,Honda,2015,21.0,3.5,16999
835,Honda,2015,23.0,2.4,16999
836,Honda,2015,27.0,2.4,16999
837,Honda,2015,26.0,2.4,16999
841,Chevrolet,2014,27.0,2.0,10477
842,Chevrolet,2014,26.0,1.4,10477
843,Chevrolet,2014,25.0,1.8,10477
844,Chevrolet,2014,22.0,1.8,10477
845,Chevrolet,2014,26.0,1.4,10477
847,Honda,2015,18.0,3.5,17999
848,Honda,2015,21.0,3.5,17999
849,Honda,2015,21.0,3.5,17999
850,Honda,2015,23.0,2.4,17999
851,Honda,2015,27.0,2.4,17999
852,Honda,2015,26.0,2.4,17999
856,Toyota,2012,21.0,2.7,0
857,Toyota,2012,19.0,3.5,0
858,Honda,2013,27.0,1.5,11350
859,Honda,2013,28.0,1.5,11350
860,Honda,2013,27.0,1.5,11350
868,Hyundai,2011,16.0,4.6,16000
869,Honda,2015,18.0,3.5,17999
870,Honda,2015,21.0,3.5,17999
871,Honda,2015,21.0,3.5,17999
872,Honda,2015,23.0,2.4,17999
873,Honda,2015,27.0,2.4,17999
874,Honda,2015,26.0,2.4,17999
878,Toyota,2012,21.0,2.7,0
879,Toyota,2012,19.0,3.5,0
880,Honda,2013,27.0,1.5,11350
881,Honda,2013,28.0,1.5,11350
882,Honda,2013,27.0,1.5,11350
886,Chevrolet,2017,27.0,1.5,19999
887,Chevrolet,2017,22.0,2.0,19999
893,Honda,2015,18.0,3.5,17999
894,Honda,2015,21.0,3.5,17999
895,Honda,2015,21.0,3.5,17999
896,Honda,2015,23.0,2.4,17999
897,Honda,2015,27.0,2.4,17999
898,Honda,2015,26.0,2.4,17999
902,Toyota,2012,21.0,2.7,0
903,Toyota,2012,19.0,3.5,0
904,Honda,2013,27.0,1.5,11350
905,Honda,2013,28.0,1.5,11350
906,Honda,2013,27.0,1.5,11350
909,Toyota,2011,22.0,2.5,13995
910,Toyota,2011,22.0,2.5,13995
911,Toyota,2011,20.0,3.5,13995
912,Hyundai,2015,24.0,2.0,9979
913,Hyundai,2015,24.0,2.0,9979
914,Hyundai,2015,27.0,1.8,9979
915,Hyundai,2015,27.0,1.8,9979
919,Honda,2017,18.0,3.5,21588
920,Honda,2017,21.0,3.5,21588
921,Honda,2017,21.0,3.5,21588
922,Honda,2017,23.0,2.4,21588
923,Honda,2017,27.0,2.4,21588
924,Honda,2017,26.0,2.4,21588
925,Ford,2015,17.0,3.7,30465
926,Ford,2015,19.0,3.7,30465
927,Ford,2015,15.0,5.0,30465
928,Ford,2015,22.0,2.3,30465
929,Ford,2015,21.0,2.3,30465
930,Ford,2015,16.0,5.0,30465
934,Honda,2015,18.0,3.5,17999
935,Honda,2015,21.0,3.5,17999
936,Honda,2015,21.0,3.5,17999
937,Honda,2015,23.0,2.4,17999
938,Honda,2015,27.0,2.4,17999
939,Honda,2015,26.0,2.4,17999
943,Hyundai,2016,28.0,1.8,16995
944,Hyundai,2016,27.0,1.8,16995
945,Hyundai,2016,24.0,2.0,16995
946,Hyundai,2016,24.0,2.0,16995
948,Porsche,2013,18.0,3.6,41800
952,Honda,2017,18.0,3.5,21588
953,Honda,2017,21.0,3.5,21588
954,Honda,2017,21.0,3.5,21588
955,Honda,2017,23.0,2.4,21588
956,Honda,2017,27.0,2.4,21588
957,Honda,2017,26.0,2.4,21588
958,Ford,2015,17.0,3.7,30465
959,Ford,2015,19.0,3.7,30465
960,Ford,2015,15.0,5.0,30465
961,Ford,2015,22.0,2.3,30465
962,Ford,2015,21.0,2.3,30465
963,Ford,2015,16.0,5.0,30465
967,Honda,2015,18.0,3.5,17999
968,Honda,2015,21.0,3.5,17999
969,Honda,2015,21.0,3.5,17999
970,Honda,2015,23.0,2.4,17999
971,Honda,2015,27.0,2.4,17999
972,Honda,2015,26.0,2.4,17999
976,Honda,2014,26.0,2.4,17850
977,Honda,2014,21.0,3.5,17850
978,Honda,2014,18.0,3.5,17850
979,Honda,2014,24.0,2.4,17850
980,Honda,2014,26.0,2.4,17850
981,Honda,2014,21.0,3.5,17850
982,Volkswagen,2017,28.0,1.4,287
983,Volkswagen,2017,28.0,1.4,287
984,Volkswagen,2017,24.0,2.0,287
985,Volkswagen,2017,23.0,2.0,287
986,Volkswagen,2017,25.0,1.8,287
987,Hyundai,2014,27.0,1.8,9500
988,Hyundai,2014,27.0,1.8,9500
989,Hyundai,2014,24.0,2.0,9500
990,Hyundai,2014,24.0,2.0,9500
994,Honda,2017,18.0,3.5,21588
995,Honda,2017,21.0,3.5,21588
996,Honda,2017,21.0,3.5,21588
997,Honda,2017,23.0,2.4,21588
998,Honda,2017,27.0,2.4,21588
999,Honda,2017,26.0,2.4,21588
1000,Ford,2015,17.0,3.7,30465
1001,Ford,2015,19.0,3.7,30465
1002,Ford,2015,15.0,5.0,30465
1003,Ford,2015,22.0,2.3,30465
1004,Ford,2015,21.0,2.3,30465
1005,Ford,2015,16.0,5.0,30465
1009,Honda,2015,18.0,3.5,17999
1010,Honda,2015,21.0,3.5,17999
1011,Honda,2015,21.0,3.5,17999
1012,Honda,2015,23.0,2.4,17999
1013,Honda,2015,27.0,2.4,17999
1014,Honda,2015,26.0,2.4,17999
1019,Audi,2014,17.0,4.0,39888
1020,Audi,2014,18.0,3.0,39888
1021,Volkswagen,2017,28.0,1.4,287
1022,Volkswagen,2017,28.0,1.4,287
1023,Volkswagen,2017,24.0,2.0,287
1024,Volkswagen,2017,23.0,2.0,287
1025,Volkswagen,2017,25.0,1.8,287
1026,Hyundai,2014,27.0,1.8,9500
1027,Hyundai,2014,27.0,1.8,9500
1028,Hyundai,2014,24.0,2.0,9500
1029,Hyundai,2014,24.0,2.0,9500
