make,mileage,model,price,vin,Year,Transmission,mpg,Displacement
Chevrolet,51545,Impala,16000,2G1105S32H9187521,2017,Automatic (S6),18.0,3.6
Chevrolet,51545,Impala,16000,2G1105S32H9187521,2017,Automatic (S6),19.0,3.6
GMC,36265,Acadia,23700,1GKKVPKD7FJ208340,2015,,,
Kia,10135,Soul,16400,KNDJP3A50J7904659,2018,Automatic (S6),25.0,2.0
Kia,10135,Soul,16400,KNDJP3A50J7904659,2018,Automatic (S6),25.0,1.6
Kia,10135,Soul,16400,KNDJP3A50J7904659,2018,Manual 6-spd,24.0,1.6
Kia,10135,Soul,16400,KNDJP3A50J7904659,2018,Automatic (AM7),26.0,1.6
Dodge,33877,Durango,22999,1C4RDHDG0FC817316,2015,,,
Volkswagen,42573,Passat,10495,1VWAP7A30EC018986,2014,Automatic (AM-S6),20.0,3.6
Volkswagen,42573,Passat,10495,1VWAP7A30EC018986,2014,Automatic (AM-S6),30.0,2.0
Volkswagen,42573,Passat,10495,1VWAP7A30EC018986,2014,Manual 5-spd,24.0,1.8
Volkswagen,42573,Passat,10495,1VWAP7A30EC018986,2014,Automatic (S6),24.0,1.8
Volkswagen,42573,Passat,10495,1VWAP7A30EC018986,2014,Automatic (S6),22.0,2.5
Volkswagen,42573,Passat,10495,1VWAP7A30EC018986,2014,Manual 5-spd,22.0,2.5
Toyota,20386,Camry,17100,4T1BF1FK9HU781994,2017,Automatic (S6),21.0,3.5
Toyota,20386,Camry,17100,4T1BF1FK9HU781994,2017,Automatic (S6),24.0,2.5
Infiniti,54944,Q70,22530,JN1BY1AR5FM562338,2015,Automatic (S7),16.0,5.6
Infiniti,54944,Q70,22530,JN1BY1AR5FM562338,2015,Automatic (S7),18.0,3.7
Dodge,21314,Charger,23500,2C3CDXJG6FH926398,2015,Automatic 8-spd,19.0,3.6
Dodge,21314,Charger,23500,2C3CDXJG6FH926398,2015,Automatic 8-spd,16.0,5.7
Dodge,21314,Charger,23500,2C3CDXJG6FH926398,2015,Automatic 8-spd,19.0,3.6
Toyota,13660,RAV4,25045,JTMNFREV5GD088558,2016,Automatic (S6),23.0,2.5
BMW,28171,4 Series,31100,WBA3R1C52GK529462,2016,,,
Acura,43969,MDX,27800,5FRYD3H29GB015363,2016,,,
Nissan,44537,Altima,15200,1N4AL3AP7HC140149,2017,Automatic (variable gear ratios),27.0,2.5
Nissan,44537,Altima,15200,1N4AL3AP7HC140149,2017,Automatic (AV-S7),22.0,3.5
Kia,32018,Optima,17000,5XXGR4A78FG494591,2015,Automatic (S6),20.0,2.0
Kia,32018,Optima,17000,5XXGR4A78FG494591,2015,Automatic (S6),23.0,2.4
Mazda,21768,CX-5,24680,JM3KFADM8J0347630,2018,,,
BMW,61211,6 Series,27100,WBALX5C50CC894109,2012,,,
Ford,50249,Focus,10255,1FADP3K22HL231401,2017,,,
Chevrolet,29463,Silverado 1500,29200,1GCVKREC4FZ372226,2015,,,
Lexus,29057,ES 350,27800,JTHBK1GG9G2218091,2016,Automatic (S6),21.0,3.5
Buick,19448,Encore,15500,KL4CJASB0FB164080,2015,Automatic (S6),25.0,1.4
Porsche,17314,911,72999,WP0CA2A98GS141111,2016,,,
Volkswagen,32612,Tiguan,17400,WVGBV7AX6GW023087,2016,Automatic (S6),21.0,2.0
Lexus,27272,IS 250,19499,JTHBF1D25F5082522,2015,Automatic (S6),21.0,2.5
Dodge,45685,Grand Caravan,15500,2C4RDGCG0HR649201,2017,Automatic 6-spd,17.0,3.6
Dodge,45685,Grand Caravan,15500,2C4RDGCG0HR649201,2017,Automatic 6-spd,17.0,3.6
Toyota,31821,Corolla,14900,5YFBURHE0GP421945,2016,Automatic 4-spd,27.0,1.8
Toyota,31821,Corolla,14900,5YFBURHE0GP421945,2016,Automatic (AV-S7),28.0,1.8
Toyota,31821,Corolla,14900,5YFBURHE0GP421945,2016,Automatic (variable gear ratios),29.0,1.8
Toyota,31821,Corolla,14900,5YFBURHE0GP421945,2016,Manual 6-spd,28.0,1.8
Volkswagen,22707,Tiguan,17999,WVGBV7AXXGW056139,2016,Automatic (S6),21.0,2.0
Nissan,13543,Versa,13000,3N1CN7AP7HL891490,2017,Automatic (variable gear ratios),31.0,1.6
Nissan,13543,Versa,13000,3N1CN7AP7HL891490,2017,Manual 5-spd,27.0,1.6
Nissan,13543,Versa,13000,3N1CN7AP7HL891490,2017,Automatic 4-spd,26.0,1.6
Kia,31244,Forte,12600,KNAFK4A61G5611549,2016,Manual 6-spd,25.0,1.8
Kia,31244,Forte,12600,KNAFK4A61G5611549,2016,Automatic (S6),24.0,2.0
Kia,31244,Forte,12600,KNAFK4A61G5611549,2016,Automatic (S6),26.0,1.8
Volkswagen,31049,Tiguan,19000,WVGBV7AX7GW558963,2016,Automatic (S6),21.0,2.0
Nissan,7224,Altima,17100,1N4AL3APXHC254565,2017,Automatic (variable gear ratios),27.0,2.5
Nissan,7224,Altima,17100,1N4AL3APXHC254565,2017,Automatic (AV-S7),22.0,3.5
Chrysler,45775,Town and Country,17800,2C4RC1BG4FR715263,2015,Automatic 6-spd,17.0,3.6
Chrysler,45775,Town and Country,17800,2C4RC1BG4FR715263,2015,Automatic 6-spd,17.0,3.6
Audi,43276,Q5,25985,WA1CMAFPXFA044466,2015,Automatic (S8),23.0,3.0
Audi,43276,Q5,25985,WA1CMAFPXFA044466,2015,Automatic (S8),20.0,2.0
Audi,43276,Q5,25985,WA1CMAFPXFA044466,2015,Automatic (S8),18.0,3.0
Lexus,44452,CT 200h,12999,JTHKD5BHXD2135010,2013,Automatic (variable gear ratios),43.0,1.8
Mercedes-Benz,24947,GLS,55999,4JGDF6EE2JB051525,2018,,,
GMC,31129,Terrain,22600,2GKFLPE36H6303174,2017,,,
Nissan,41411,Sentra,12800,3N1AB7AP1HY310701,2017,Manual 6-spd,27.0,1.8
Nissan,41411,Sentra,12800,3N1AB7AP1HY310701,2017,Automatic (variable gear ratios),29.0,1.8
Nissan,41411,Sentra,12800,3N1AB7AP1HY310701,2017,Manual 6-spd,26.0,1.6
Nissan,41411,Sentra,12800,3N1AB7AP1HY310701,2017,Automatic (AV-S7),27.0,1.6
Mazda,5184,Mazda6,17600,JM1GJ1V58F1202125,2015,,,
Hyundai,51309,Sonata,16300,5NPE34AB7FH247810,2015,Automatic (S6),24.0,2.4
Hyundai,51309,Sonata,16300,5NPE34AB7FH247810,2015,Automatic (S6),22.0,2.0
Hyundai,51309,Sonata,16300,5NPE34AB7FH247810,2015,Automatic (AM7),28.0,1.6
Nissan,79319,Armada,21800,5N1BA0ND7FN607246,2015,,,
Ford,31462,F-150,29280,1FTEW1CF4HKE10259,2017,,,
Chevrolet,16661,Traverse,22600,1GNKRFED7HJ267307,2017,,,
Ford,50815,Focus,11900,1FADP3K26HL239288,2017,,,
Chevrolet,16935,Corvette,28730,1G1YA2DW7A5106906,2010,Manual 6-spd,15.0,7.0
Chevrolet,16935,Corvette,28730,1G1YA2DW7A5106906,2010,Manual 6-spd,16.0,6.2
Chevrolet,16935,Corvette,28730,1G1YA2DW7A5106906,2010,Manual 6-spd,14.0,6.2
Chevrolet,16935,Corvette,28730,1G1YA2DW7A5106906,2010,Automatic (S6),15.0,6.2
Buick,38713,Enclave,20999,5GAKRBKD3FJ359678,2015,,,
Infiniti,32007,Q50,21900,JN1BV7AR6FM412881,2015,Automatic (S7),20.0,3.7
Volkswagen,38148,CC,14700,WVWRP7AN2DE570564,2013,Automatic (AM-S6),22.0,2.0
Volkswagen,38148,CC,14700,WVWRP7AN2DE570564,2013,Automatic (S6),17.0,3.6
Volkswagen,38148,CC,14700,WVWRP7AN2DE570564,2013,Manual 6-spd,21.0,2.0
Chevrolet,1268,Malibu,28300,1G1ZE5SX0JF264021,2018,Automatic 6-spd,27.0,1.5
Chevrolet,1268,Malibu,28300,1G1ZE5SX0JF264021,2018,Automatic 9-spd,22.0,2.0
Mercedes-Benz,8989,GLA,28130,WDCTG4EB9HJ361088,2017,,,
Lincoln,15708,MKC,18899,5LMCJ1A95FUJ48281,2015,,,
Jeep,87620,Wrangler Unlimited,23300,1C4BJWEG9CL241721,2012,,,
Acura,11659,ILX,19700,19UDE2F38GA019966,2016,Automatic (AM8),25.0,2.4
Hyundai,35324,Sonata,13400,5NPE24AF1HH544600,2017,Automatic (S6),25.0,2.4
Hyundai,35324,Sonata,13400,5NPE24AF1HH544600,2017,Automatic (AM7),28.0,1.6
Hyundai,35324,Sonata,13400,5NPE24AF1HH544600,2017,Automatic (S6),22.0,2.0
Ford,22283,Edge,19999,2FMTK4K84FBC08435,2015,,,
Jeep,21408,Renegade,17400,ZACCJABB2JPH05537,2018,,,
Volvo,12818,V60 Cross Country,29380,YV440MWK8J2056059,2018,,,
Volkswagen,24970,CC,15600,WVWBP7AN2EE505670,2014,Automatic (AM-S6),22.0,2.0
Volkswagen,24970,CC,15600,WVWBP7AN2EE505670,2014,Manual 6-spd,21.0,2.0
Toyota,34086,RAV4,16499,JTMWFREV4FD077263,2015,Automatic (S6),23.0,2.5
Honda,37938,Odyssey,22499,5FNRL5H60GB050039,2016,Automatic 6-spd,19.0,3.5
Hyundai,41315,Veloster,12700,KMHTC6AD1GU290496,2016,Automatic (AM6),28.0,1.6
Hyundai,41315,Veloster,12700,KMHTC6AD1GU290496,2016,Manual 6-spd,27.0,1.6
Hyundai,41315,Veloster,12700,KMHTC6AD1GU290496,2016,Automatic (AM6),26.0,1.6
Hyundai,41315,Veloster,12700,KMHTC6AD1GU290496,2016,Manual 6-spd,25.0,1.6
Nissan,45443,Maxima,20200,1N4AA6AP7HC417731,2017,Automatic (AV-S7),21.0,3.5
Toyota,23362,Avalon,21400,4T1BK1EB0GU197771,2016,Automatic (S6),21.0,3.5
Volkswagen,27323,Tiguan,15200,WVGAV7AX9GW519481,2016,Automatic (S6),21.0,2.0
Ford,47990,Explorer,28380,1FM5K8F84HGC36001,2017,,,
Volkswagen,30116,Golf,13600,WVWDB7AJ4EW001068,2014,Automatic (AM-S6),29.0,2.0
Volkswagen,30116,Golf,13600,WVWDB7AJ4EW001068,2014,Manual 6-spd,29.0,2.0
Volkswagen,30116,Golf,13600,WVWDB7AJ4EW001068,2014,Automatic (S6),23.0,2.5
Maserati,14654,GranTurismo,65999,ZAM45MMA6F0147909,2015,Automatic 6-spd,13.0,4.7
Subaru,184915,B9 Tribeca,4995,4S4WX83D974403136,2007,,,
Kia,39757,Soul,14500,KNDJX3A54F7784985,2015,Automatic (S6),24.0,1.6
Kia,39757,Soul,14500,KNDJX3A54F7784985,2015,Manual 6-spd,24.0,1.6
Kia,39757,Soul,14500,KNDJX3A54F7784985,2015,Automatic (S6),23.0,2.0
BMW,34693,5 Series,22999,WBA5B1C57FG127404,2015,,,
Chevrolet,21028,Equinox,14999,2GNALCEK9H6161531,2017,,,
Jeep,32975,Cherokee,18800,1C4PJMCS1FW634424,2015,,,
Buick,4258,Encore,17700,KL4CJBSB3GB673278,2016,Automatic (S6),25.0,1.4
Buick,4258,Encore,17700,KL4CJBSB3GB673278,2016,Automatic (S6),27.0,1.4
Dodge,45107,Grand Caravan,16400,2C4RDGEG0HR828335,2017,Automatic 6-spd,17.0,3.6
Dodge,45107,Grand Caravan,16400,2C4RDGEG0HR828335,2017,Automatic 6-spd,17.0,3.6
Hyundai,22433,Sonata,17800,5NPE34AF3JH653126,2018,Automatic (S6),25.0,2.4
Hyundai,22433,Sonata,17800,5NPE34AF3JH653126,2018,Automatic (S8),23.0,2.0
Hyundai,22433,Sonata,17800,5NPE34AF3JH653126,2018,Automatic (AM7),28.0,1.6
Toyota,29351,RAV4,18000,2T3BFREVXFW334296,2015,Automatic (S6),23.0,2.5
Volkswagen,28393,Atlas,27430,1V2CR2CA6JC561353,2018,Automatic (S8),18.0,3.6
Volkswagen,28393,Atlas,27430,1V2CR2CA6JC561353,2018,Automatic (S8),22.0,2.0
Jeep,20359,Wrangler Unlimited,26700,1C4BJWDG0EL314799,2014,,,
Dodge,36806,Challenger,20400,2C3CDZAGXHH550514,2017,Automatic 8-spd,19.0,3.6
Dodge,36806,Challenger,20400,2C3CDZAGXHH550514,2017,Automatic 8-spd,16.0,5.7
Dodge,36806,Challenger,20400,2C3CDZAGXHH550514,2017,Automatic 8-spd,15.0,6.4
Dodge,36806,Challenger,20400,2C3CDZAGXHH550514,2017,Manual 6-spd,15.0,5.7
Dodge,36806,Challenger,20400,2C3CDZAGXHH550514,2017,Manual 6-spd,14.0,6.4
Ford,55103,Escape,15800,1FMCU0JX8FUA08843,2015,,,
Ford,29416,Escape,12999,1FMCU0G99FUC10339,2015,,,
Hyundai,31825,Elantra,13000,KMHDH4AE3FU297709,2015,Automatic (S6),24.0,2.0
Hyundai,31825,Elantra,13000,KMHDH4AE3FU297709,2015,Manual 6-spd,24.0,2.0
Hyundai,31825,Elantra,13000,KMHDH4AE3FU297709,2015,Automatic (S6),27.0,1.8
Hyundai,31825,Elantra,13000,KMHDH4AE3FU297709,2015,Manual 6-spd,27.0,1.8
Volkswagen,51217,Beetle,14000,3VW5L7AT5DM833386,2013,Manual 6-spd,27.0,2.0
Volkswagen,51217,Beetle,14000,3VW5L7AT5DM833386,2013,Manual 6-spd,21.0,2.0
Volkswagen,51217,Beetle,14000,3VW5L7AT5DM833386,2013,Automatic (AM-S6),28.0,2.0
Volkswagen,51217,Beetle,14000,3VW5L7AT5DM833386,2013,Automatic (S6),22.0,2.5
Volkswagen,51217,Beetle,14000,3VW5L7AT5DM833386,2013,Automatic (AM-S6),22.0,2.0
Volkswagen,51217,Beetle,14000,3VW5L7AT5DM833386,2013,Manual 5-spd,22.0,2.5
Buick,27530,LaCrosse,17999,1G4GB5G30GF217184,2016,Automatic (S6),18.0,3.6
Buick,27530,LaCrosse,17999,1G4GB5G30GF217184,2016,Automatic (S6),18.0,3.6
Ford,17934,Fusion,18005,3FA6P0H92GR253085,2016,,,
Kia,19645,Optima,22900,5XXGW4L26GG037760,2016,Automatic (AM7),28.0,1.6
Kia,19645,Optima,22900,5XXGW4L26GG037760,2016,Automatic (S6),22.0,2.0
Kia,19645,Optima,22900,5XXGW4L26GG037760,2016,Automatic (S6),24.0,2.4
Scion,28881,tC,15000,JTKJF5C72FJ006113,2015,Automatic (S6),23.0,2.5
Scion,28881,tC,15000,JTKJF5C72FJ006113,2015,Manual 6-spd,23.0,2.5
Acura,46071,TLX,22930,19UUB2F58GA005527,2016,,,
GMC,44900,Acadia,22485,1GKKRPKD8GJ237254,2016,,,
Jeep,46032,Wrangler Unlimited,27680,1C4HJWEG2HL601817,2017,,,
Ford,19300,Fusion,12999,3FA6P0H72GR236947,2016,,,
Lexus,19062,GX 460,48700,JTJJM7FX5H5159274,2017,Automatic (S6),15.0,4.6
Ford,40764,Fiesta,11500,3FADP4BJXHM110370,2017,,,
Volkswagen,70603,Tiguan,10900,WVGAV7AX5CW590025,2012,Automatic (S6),22.0,2.0
Volkswagen,70603,Tiguan,10900,WVGAV7AX5CW590025,2012,Manual 6-spd,18.0,2.0
Ford,34622,C-MAX Hybrid,14080,1FADP5AU5GL120158,2016,,,
Mercedes-Benz,43127,GLC,28700,WDC0G4JBXGF026108,2016,,,
Buick,33161,Encore,16600,KL4CJ1SM4GB532327,2016,Automatic (S6),25.0,1.4
Buick,33161,Encore,16600,KL4CJ1SM4GB532327,2016,Automatic (S6),27.0,1.4
Jeep,40190,Cherokee,18700,1C4PJMAB6HW632772,2017,,,
Kia,41854,Soul,14280,KNDJP3A5XH7435235,2017,Automatic (S6),25.0,1.6
Kia,41854,Soul,14280,KNDJP3A5XH7435235,2017,Automatic (S6),25.0,2.0
Kia,41854,Soul,14280,KNDJP3A5XH7435235,2017,Manual 6-spd,24.0,1.6
Kia,41854,Soul,14280,KNDJP3A5XH7435235,2017,Automatic (AM7),26.0,1.6
GMC,44579,Acadia,20500,1GKKRPKD4FJ370575,2015,,,
Lexus,31019,IS 200t,23300,JTHBA1D27G5028509,2016,Automatic (S8),22.0,2.0
Toyota,44690,Camry,16800,4T1BF1FK0FU054739,2015,Automatic (S6),25.0,2.5
Toyota,44690,Camry,16800,4T1BF1FK0FU054739,2015,Automatic (S6),21.0,3.5
Kia,33861,Sportage,20200,KNDPN3AC6H7132595,2017,,,
Chevrolet,33556,Volt,23600,1G1RB6S55HU100282,2017,Automatic (variable gear ratios),43.0,1.5
Dodge,44373,Charger,21200,2C3CDXJG8GH324412,2016,Automatic 8-spd,16.0,5.7
Dodge,44373,Charger,21200,2C3CDXJG8GH324412,2016,Automatic 8-spd,15.0,6.4
Dodge,44373,Charger,21200,2C3CDXJG8GH324412,2016,Automatic 8-spd,19.0,3.6
Dodge,44373,Charger,21200,2C3CDXJG8GH324412,2016,Automatic 8-spd,19.0,3.6
Kia,18440,Sorento,20105,5XYPG4A30HG206581,2017,,,
Toyota,69240,4Runner,29835,JTEBU5JR9F5211549,2015,,,
Toyota,41954,Camry,15700,4T1BF1FK0HU401604,2017,Automatic (S6),21.0,3.5
Toyota,41954,Camry,15700,4T1BF1FK0HU401604,2017,Automatic (S6),24.0,2.5
Acura,24899,TLX,23600,19UUB2F52GA001781,2016,,,
Infiniti,34914,QX60,27600,5N1DL0MM0HC544171,2017,,,
Nissan,36956,Rogue,17900,KNMAT2MV2HP584465,2017,,,
Chevrolet,13034,Traverse,23999,1GNKRJKD5FJ346477,2015,,,
Jeep,41815,Renegade,15395,ZACCJBBT5GPE07071,2016,,,
MINI,6903,Convertible,31115,WMWWG9C50J3E38535,2018,,,
Cadillac,26847,CTS,26700,1G6AW5SX0G0128696,2016,,,
BMW,74708,5 Series,25695,WBA5B3C5XFD547154,2015,,,
Nissan,57269,Sentra,11200,3N1AB7AP2FY237951,2015,Manual 6-spd,27.0,1.8
Nissan,57269,Sentra,11200,3N1AB7AP2FY237951,2015,Automatic (variable gear ratios),29.0,1.8
Chevrolet,44804,Malibu,14900,1G1ZE5ST7HF198865,2017,Automatic 6-spd,27.0,1.5
Chevrolet,44804,Malibu,14900,1G1ZE5ST7HF198865,2017,Automatic 9-spd,22.0,2.0
Honda,39920,CR-V,16700,2HKRM3H37EH529452,2014,,,
BMW,43398,3 Series,23985,WBA3B5G5XFNS16078,2015,,,
Chevrolet,19595,Spark EV,11000,KL8CK6S0XFC818925,2015,Automatic (A1),128.0,
Toyota,38819,RAV4,18755,JTMDFREV2ED084685,2014,Automatic (S6),23.0,2.5
Ford,44771,Explorer,27800,1FM5K8F89HGC92421,2017,,,
Dodge,13232,Grand Caravan,18900,2C4RDGBG6HR568785,2017,Automatic 6-spd,17.0,3.6
Dodge,13232,Grand Caravan,18900,2C4RDGBG6HR568785,2017,Automatic 6-spd,17.0,3.6
Nissan,16936,Pathfinder,22999,5N1DR2MN1JC631277,2018,,,
Ford,27797,Fusion Energi,16200,3FA6P0PU8GR163607,2016,,,
Volkswagen,42781,Jetta,14800,3VWD17AJ0GM333916,2016,Automatic (S6),25.0,1.8
Volkswagen,42781,Jetta,14800,3VWD17AJ0GM333916,2016,Automatic (AM-S6),24.0,2.0
Volkswagen,42781,Jetta,14800,3VWD17AJ0GM333916,2016,Manual 6-spd,23.0,2.0
Volkswagen,42781,Jetta,14800,3VWD17AJ0GM333916,2016,Manual 5-spd,25.0,1.8
Volkswagen,42781,Jetta,14800,3VWD17AJ0GM333916,2016,Automatic (S6),28.0,1.4
Volkswagen,42781,Jetta,14800,3VWD17AJ0GM333916,2016,Manual 5-spd,28.0,1.4
Ford,40348,Edge,20700,2FMPK3K93HBB82496,2017,,,
Subaru,16767,Outback,29700,4S4BSANC7H3319722,2017,,,
Hyundai,32073,Elantra,12500,5NPDH4AE5GH773782,2016,Automatic (S6),28.0,1.8
Hyundai,32073,Elantra,12500,5NPDH4AE5GH773782,2016,Manual 6-spd,27.0,1.8
Hyundai,32073,Elantra,12500,5NPDH4AE5GH773782,2016,Automatic (S6),24.0,2.0
Hyundai,32073,Elantra,12500,5NPDH4AE5GH773782,2016,Manual 6-spd,24.0,2.0
Volkswagen,7974,Tiguan,23655,3VV3B7AX8JM031198,2018,Automatic (S8),22.0,2.0
Chevrolet,50187,Impala,16200,2G1105S3XH9161054,2017,Automatic (S6),22.0,2.5
Chevrolet,50187,Impala,16200,2G1105S3XH9161054,2017,Automatic (S6),18.0,3.6
Chevrolet,50187,Impala,16200,2G1105S3XH9161054,2017,Automatic (S6),19.0,3.6
Lexus,14909,RX 350,40600,2T2ZZMCA7HC076367,2017,Automatic (S8),20.0,3.5
Toyota,17854,Tundra,37780,5TFDW5F16GX528415,2016,,,
Cadillac,31080,XTS,20599,2G61M5S36F9170281,2015,Automatic (S6),18.0,3.6
Nissan,12245,Versa,13700,3N1CN7AP9HL843358,2017,Automatic (variable gear ratios),31.0,1.6
Nissan,12245,Versa,13700,3N1CN7AP9HL843358,2017,Manual 5-spd,27.0,1.6
Nissan,12245,Versa,13700,3N1CN7AP9HL843358,2017,Automatic 4-spd,26.0,1.6
Nissan,40052,Rogue,17600,KNMAT2MV4HP577632,2017,,,
BMW,27014,3 Series,30200,WBA8D9C37HA005975,2017,,,
Jeep,14787,Cherokee,19400,1C4PJLCB6HD221407,2017,,,
Lexus,21783,ES 350,22999,JTHBK1GG0G2231490,2016,Automatic (S6),21.0,3.5
Lincoln,43117,Navigator L,32999,5LMJJ3JT9FEJ13140,2015,,,
Nissan,19234,Rogue,17400,KNMAT2MV2FP587184,2015,,,
Toyota,20432,Highlander,26855,5TDZZRFH0JS267619,2018,Automatic (S6),20.0,2.7
Toyota,20432,Highlander,26855,5TDZZRFH0JS267619,2018,Automatic (S8),20.0,3.5
Nissan,42677,Altima,13400,1N4AL3AP4FC426831,2015,Automatic (variable gear ratios),27.0,2.5
Nissan,42677,Altima,13400,1N4AL3AP4FC426831,2015,Automatic (AV-S7),22.0,3.5
BMW,83270,X1,13985,WBAVL1C52EVY22297,2014,,,
Lincoln,39239,MKC,21680,5LMTJ2AH9FUJ35918,2015,,,
Honda,47293,HR-V,16600,3CZRU5H33GM735290,2016,,,
Nissan,33412,Rogue,16300,KNMAT2MV9FP584329,2015,,,
GMC,13886,Terrain,23935,2GKALPEK9H6207086,2017,,,
Chevrolet,13718,Silverado 1500,33800,3GCPCREC7HG213791,2017,,,
Lexus,8471,GS 350,45130,JTHBZ1BL9JA014436,2018,Automatic (S8),20.0,3.5
Hyundai,34444,Sonata,14600,5NPE24AF1GH301691,2016,Automatic (S6),22.0,2.0
Hyundai,34444,Sonata,14600,5NPE24AF1GH301691,2016,Automatic (S6),25.0,2.4
Hyundai,34444,Sonata,14600,5NPE24AF1GH301691,2016,Automatic (AM7),28.0,1.6
Lexus,19941,IS 200t,24300,JTHBA1D26G5011376,2016,Automatic (S8),22.0,2.0
Hyundai,60646,Sonata,16700,5NPE34AB7FH155175,2015,Automatic (S6),24.0,2.4
Hyundai,60646,Sonata,16700,5NPE34AB7FH155175,2015,Automatic (S6),22.0,2.0
Hyundai,60646,Sonata,16700,5NPE34AB7FH155175,2015,Automatic (AM7),28.0,1.6
Maserati,41964,Coupe,15855,ZAMBC38A440011227,2004,,,
Nissan,41790,Altima,17500,1N4BL3AP8HC142884,2017,Automatic (variable gear ratios),27.0,2.5
Nissan,41790,Altima,17500,1N4BL3AP8HC142884,2017,Automatic (AV-S7),22.0,3.5
Ford,8338,Escape,18000,1FMCU0F78HUC60135,2017,,,
Infiniti,37566,QX60,23999,5N1AL0MM9FC540880,2015,,,
Subaru,71522,Forester,21800,JF2SJGVC2GH465989,2016,,,
Toyota,17150,Corolla,11999,2T1BURHE8GC608155,2016,Automatic 4-spd,27.0,1.8
Toyota,17150,Corolla,11999,2T1BURHE8GC608155,2016,Automatic (AV-S7),28.0,1.8
Toyota,17150,Corolla,11999,2T1BURHE8GC608155,2016,Automatic (variable gear ratios),29.0,1.8
Toyota,17150,Corolla,11999,2T1BURHE8GC608155,2016,Manual 6-spd,28.0,1.8
Nissan,36298,Rogue,17000,JN8AT2MT5HW154373,2017,,,
Jeep,27494,Grand Cherokee,27030,1C4RJFAG5FC171353,2015,,,
Volkswagen,18644,Beetle,16500,3VW5L7AT2DM816075,2013,Manual 6-spd,27.0,2.0
Volkswagen,18644,Beetle,16500,3VW5L7AT2DM816075,2013,Manual 6-spd,21.0,2.0
Volkswagen,18644,Beetle,16500,3VW5L7AT2DM816075,2013,Automatic (AM-S6),28.0,2.0
Volkswagen,18644,Beetle,16500,3VW5L7AT2DM816075,2013,Automatic (S6),22.0,2.5
Volkswagen,18644,Beetle,16500,3VW5L7AT2DM816075,2013,Automatic (AM-S6),22.0,2.0
Volkswagen,18644,Beetle,16500,3VW5L7AT2DM816075,2013,Manual 5-spd,22.0,2.5
BMW,35952,X4,32999,5UXXW5C58G0N92452,2016,,,
Nissan,44792,Sentra,11455,3N1AB7AP4HY293098,2017,Manual 6-spd,27.0,1.8
Nissan,44792,Sentra,11455,3N1AB7AP4HY293098,2017,Automatic (variable gear ratios),29.0,1.8
Nissan,44792,Sentra,11455,3N1AB7AP4HY293098,2017,Manual 6-spd,26.0,1.6
Nissan,44792,Sentra,11455,3N1AB7AP4HY293098,2017,Automatic (AV-S7),27.0,1.6
BMW,19393,5 Series,29999,WBA5B1C57GG130384,2016,,,
Nissan,27191,Rogue,19500,5N1AT2MT0FC844800,2015,,,
Audi,49077,Q7,26755,WA1LMAFE2ED013269,2014,Automatic (S8),19.0,3.0
Audi,49077,Q7,26755,WA1LMAFE2ED013269,2014,Automatic (S8),16.0,3.0
Ford,30185,Focus,13000,1FADP3K2XHL278949,2017,,,
Kia,78221,Sorento,18300,5XYKW4A75FG629122,2015,,,
Chevrolet,32931,Traverse,20499,1GNKRGKD4HJ149807,2017,,,
Chevrolet,16727,Silverado 1500,30500,1GCVKPEC2HZ291930,2017,,,
Chevrolet,50013,Traverse,19500,1GNKRFED3HJ199927,2017,,,
Nissan,20714,Altima,13800,1N4AL3AP2FN909058,2015,Automatic (variable gear ratios),27.0,2.5
Nissan,20714,Altima,13800,1N4AL3AP2FN909058,2015,Automatic (AV-S7),22.0,3.5
Hyundai,36658,Sonata,17600,5NPE34AB2FH128899,2015,Automatic (S6),24.0,2.4
Hyundai,36658,Sonata,17600,5NPE34AB2FH128899,2015,Automatic (S6),22.0,2.0
Hyundai,36658,Sonata,17600,5NPE34AB2FH128899,2015,Automatic (AM7),28.0,1.6
Mazda,69312,Mazda3,8700,JM1BL1UF9C1613401,2012,,,
Volkswagen,42594,Jetta,12100,3VW3L7AJ5EM259945,2014,Automatic (AM-S6),29.0,2.0
Volkswagen,42594,Jetta,12100,3VW3L7AJ5EM259945,2014,Manual 6-spd,29.0,2.0
Volkswagen,42594,Jetta,12100,3VW3L7AJ5EM259945,2014,Manual 5-spd,26.0,1.8
Volkswagen,42594,Jetta,12100,3VW3L7AJ5EM259945,2014,Automatic (S6),25.0,1.8
Volkswagen,42594,Jetta,12100,3VW3L7AJ5EM259945,2014,Automatic (AM-S6),24.0,2.0
Volkswagen,42594,Jetta,12100,3VW3L7AJ5EM259945,2014,Manual 6-spd,23.0,2.0
Volkswagen,42594,Jetta,12100,3VW3L7AJ5EM259945,2014,Automatic (S6),23.0,2.0
Volkswagen,42594,Jetta,12100,3VW3L7AJ5EM259945,2014,Manual 5-spd,24.0,2.0
Volkswagen,26437,Jetta,12500,3VWLL7AJ2EM301679,2014,Automatic (AM-S6),29.0,2.0
Volkswagen,26437,Jetta,12500,3VWLL7AJ2EM301679,2014,Manual 6-spd,29.0,2.0
Volkswagen,26437,Jetta,12500,3VWLL7AJ2EM301679,2014,Manual 5-spd,26.0,1.8
Volkswagen,26437,Jetta,12500,3VWLL7AJ2EM301679,2014,Automatic (S6),25.0,1.8
Volkswagen,26437,Jetta,12500,3VWLL7AJ2EM301679,2014,Automatic (AM-S6),24.0,2.0
